"","Year","Rank","Title","Worldwide Lifetime Gross","Domestic Lifetime Gross","Domestic %","Foreign Lifetime Gross","Foreign %","tt","img","adj","rev","dec"
"32147",2015,"3,647","A Walk in the Woods","$37,461,274","$29,504,281","78.8%","$7,956,993","21.2%","tt1178665","https://m.media-amazon.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,47098724.3628632,"2010's"
"32679",2015,"3,650","Ex Machina","$37,394,629","$25,442,958","68%","$11,951,671","32%","tt0470752","https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,47014933.9801559,"2010's"
"31824",2015,"3,693","Burnt","$36,606,743","$13,651,946","37.3%","$22,954,797","62.7%","tt2503944","https://m.media-amazon.com/images/M/MV5BNjEzNTk2OTEwNF5BMl5BanBnXkFtZTgwNzExMTg0NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,46024352.9992913,"2010's"
"30864",2015,"3,695","The Priests","$36,577,134","$185,093","0.5%","$36,392,041","99.5%","tt5049302","https://m.media-amazon.com/images/M/MV5BZGE4NzJhMjctMWVhNy00MjQwLTkwYzQtMmQ4ZTU3YzQ3MGQ5XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.25726435152374,45987126.659107,"2010's"
"31383",2015,"3,738","The New Adventures of Aladdin","$35,771,820","-","-","$35,771,820","100%","tt4466864","https://m.media-amazon.com/images/M/MV5BOWNiYjViYTItNDZlNy00ZDM1LTk4ZTktNzU5ZjNkYzgwNWUyXkEyXkFqcGdeQXVyMjM3MjUxMjQ@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.25726435152374,44974634.075124,"2010's"
"32592",2015,"3,768","Room","$35,401,758","$14,677,654","41.5%","$20,724,104","58.5%","tt3170832","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,44509368.3146705,"2010's"
"31083",2015,"3,800","Lost and Love","$34,930,177","$188,817","0.5%","$34,741,360","99.5%","tt4440036","https://m.media-amazon.com/images/M/MV5BY2RiNmE1ZGItNThkNC00Njc4LTljMTUtZmU4ZTBkMGQ0MDEyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.25726435152374,43916466.3345145,"2010's"
"30919",2015,"3,804","Doraemon: Nobita no uchuu eiyuuki","$34,872,336","-","-","$34,872,336","100%","tt4788602","https://m.media-amazon.com/images/M/MV5BZTg0NjE0NTQtZTBlYS00OGI4LWE1NTgtYTY4ZmRlZThkYjEzXkEyXkFqcGdeQXVyNjUxODQxNzQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.25726435152374,43843744.907158,"2010's"
"32351",2015,"3,808","Secret in Their Eyes","$34,854,990","$20,180,155","57.9%","$14,674,835","42.1%","tt1741273","https://m.media-amazon.com/images/M/MV5BMjE0ODU1NDE0Ml5BMl5BanBnXkFtZTgwNzc4Njc3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,43821936.3997165,"2010's"
"32063",2015,"3,809","Dad, Where Are We Going 2","$34,840,000","-","-","$34,840,000","100%","tt4542692","https://m.media-amazon.com/images/M/MV5BNmQxMTU5OGQtZDJjOS00MzUwLWIzYjYtNmMyNmE5ZTllYWNmXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,43803090.0070872,"2010's"
"32342",2015,"3,845","Steve Jobs","$34,441,873","$17,766,658","51.6%","$16,675,215","48.4%","tt2080374","https://m.media-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_QL75_UX190_CR0,10,190,281_.jpg",1.25726435152374,43302539.1226081,"2010's"
"31017",2015,"3,861","Victor Frankenstein","$34,227,298","$5,775,076","16.9%","$28,452,222","83.1%","tt1976009","https://m.media-amazon.com/images/M/MV5BODA5MDc2NDI5OF5BMl5BanBnXkFtZTgwNDYzMTA2NjE@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.25726435152374,43032761.6243799,"2010's"
"31970",2015,"3,878","The Witness","$33,963,557","$418,063","1.2%","$33,545,494","98.8%","tt4979652","https://m.media-amazon.com/images/M/MV5BZGJmZjdmZjMtNDMzYi00Zjg4LWJiOGYtNTJjYzdmYzNlNTFjXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.25726435152374,42701169.4670447,"2010's"
"31038",2015,"3,881","Belle and Sebastian, Friends for Life","$33,895,230","$105,890","0.3%","$33,789,340","99.7%","tt6449336","https://m.media-amazon.com/images/M/MV5BNjhhOWMxNTYtY2NmNi00NWYyLTljZTUtMmNmZGIzYzNlMGM3XkEyXkFqcGdeQXVyNTg4ODkzODA@._V1_QL75_UY281_CR12,0,190,281_.jpg",1.25726435152374,42615264.3656981,"2010's"
"31702",2015,"3,933","Project Almanac","$33,213,241","$22,348,241","67.3%","$10,865,000","32.7%","tt2436386","https://m.media-amazon.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_QL75_UX190_CR0,8,190,281_.jpg",1.25726435152374,41757823.9078668,"2010's"
"31430",2015,"4,032","Dilwale","$31,994,323","$4,871,263","15.2%","$27,123,060","84.8%","tt4535650","https://m.media-amazon.com/images/M/MV5BOWViNGY5YmEtMjAyNi00NzYwLTk0ODctMmFlNjc2ZmRjN2Y4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY281_CR2,0,190,281_.jpg",1.25726435152374,40225321.7590361,"2010's"
"31438",2015,"4,034","Suffragette","$31,972,096","$4,702,420","14.7%","$27,269,676","85.3%","tt3077214","https://m.media-amazon.com/images/M/MV5BMjA2NDYxOTI1MV5BMl5BanBnXkFtZTgwOTgyMjU3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,40197376.5442948,"2010's"
"30962",2015,"4,048","Self/less","$31,807,156","$12,279,691","38.6%","$19,527,465","61.4%","tt2140379","https://m.media-amazon.com/images/M/MV5BMTU0MTQzNzAxMl5BMl5BanBnXkFtZTgwNjg4MjcxNjE@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.25726435152374,39990003.3621545,"2010's"
"32223",2015,"4,091","Saving Mr. Wu","$31,222,161","$92,696","0.3%","$31,129,465","99.7%","tt4819560","https://m.media-amazon.com/images/M/MV5BMmY1ZDY0ZGItZTc2NS00YzA4LWEwMjctMzg1OWM3NzZhOGZlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX190_CR0,12,190,281_.jpg",1.25726435152374,39254510.0028349,"2010's"
"32393",2015,"4,138","Attack on Titan Part 1","$30,810,658","$449,523","1.5%","$30,361,135","98.5%","tt2072230","https://m.media-amazon.com/images/M/MV5BZDk5MTcxZmItYWM2Ny00NjIwLWE2YWQtYjczMWFiZThjN2JkXkEyXkFqcGdeQXVyNDQyNzIwNDQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.25726435152374,38737141.9503898,"2010's"
"31058",2015,"4,144","A Man Called Ove","$30,725,439","$3,479,315","11.3%","$27,246,124","88.7%","tt4080728","https://m.media-amazon.com/images/M/MV5BMjE0NDUyOTc2MV5BMl5BanBnXkFtZTgwODk2NzU3OTE@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.25726435152374,38629999.1396173,"2010's"
"30634",2015,"4,184","Far from the Madding Crowd","$30,229,977","$12,236,500","40.5%","$17,993,477","59.5%","tt2935476","https://m.media-amazon.com/images/M/MV5BNzI4NzUwNDgwN15BMl5BanBnXkFtZTgwNTI3MjMwNTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,38007072.4294826,"2010's"
"32039",2015,"4,271","Mr. Holmes","$29,355,203","$17,737,646","60.4%","$11,617,557","39.6%","tt3168230","https://m.media-amazon.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,36907250.2636428,"2010's"
"32668",2015,"4,344","Love & Mercy","$28,641,776","$12,551,031","43.8%","$16,090,745","56.2%","tt0903657","https://m.media-amazon.com/images/M/MV5BMTk1MTkwMzU4Nl5BMl5BanBnXkFtZTgwNjY0MDE1NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,36010283.9291283,"2010's"
"31512",2015,"4,354","Flying Colors","$28,525,563","-","-","$28,525,563","100%","tt4195368","https://m.media-amazon.com/images/M/MV5BYTEyNGFhYmMtZDNjOC00OWFkLTlhNzgtODQ0NDRmOGI4OWU4XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,35864173.4670447,"2010's"
"31778",2015,"4,376","Triumph in the Skies","$28,085,162","-","-","$28,085,162","100%","tt1929433","https://m.media-amazon.com/images/M/MV5BM2I3ZmExNjMtMTc2MC00MjA2LWE4MzUtYWU1NGUwMmJmZmMwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.25726435152374,35310472.9893692,"2010's"
"31795",2015,"4,392","The 33","$27,972,023","$12,227,722","43.7%","$15,744,301","56.3%","tt2006295","https://m.media-amazon.com/images/M/MV5BMTkyNDY3NDc5NF5BMl5BanBnXkFtZTgwMzI1NDM1NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,35168227.3579022,"2010's"
"30719",2015,"4,420","Bride Wars","$27,670,000","-","-","$27,670,000","100%","tt3833460","https://m.media-amazon.com/images/M/MV5BY2VhNDhlMTctNzA0Ny00Zjc0LTliMzctZWY4NmI4MGJiMjlhXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.25726435152374,34788504.6066619,"2010's"
"30617",2015,"4,446","Irrational Man","$27,391,084","$4,030,360","14.7%","$23,360,724","85.3%","tt3715320","https://m.media-amazon.com/images/M/MV5BMjE2NTM0Mzk5Ml5BMl5BanBnXkFtZTgwMzQ3Njc3NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,34437833.4627923,"2010's"
"31729",2015,"4,449","Detective K: Secret of the Lost Island","$27,387,870","$185,367","0.7%","$27,202,503","99.3%","tt4505170","https://m.media-amazon.com/images/M/MV5BODIzZDdmZTgtNzhmZC00Y2RjLWI1N2ItYmE2ZmE1ZGQ2NmQxXkEyXkFqcGdeQXVyMzc2MDA5NzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.25726435152374,34433792.6151666,"2010's"
"32224",2015,"4,458","To the Fore","$27,267,799","-","-","$27,267,799","100%","tt4788638","https://m.media-amazon.com/images/M/MV5BMzIxMDU4MDA0M15BMl5BanBnXkFtZTgwMzgxNzI4NjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,34282831.6272147,"2010's"
"32105",2015,"4,459","American Ultra","$27,262,374","$14,440,985","53%","$12,821,389","47%","tt3316948","https://m.media-amazon.com/images/M/MV5BMTcwMTM1NDU1Ml5BMl5BanBnXkFtZTgwNDk5MTgzNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,34276010.9681077,"2010's"
"31465",2015,"4,549","Orange","$26,261,536","-","-","$26,261,536","100%","tt4636298","https://m.media-amazon.com/images/M/MV5BMDIyZTFlNzgtNTMxNy00NDc1LWJjMDUtNjAzZTBiNjAxZWY2XkEyXkFqcGdeQXVyNTM5NjI0NTE@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,33017693.0290574,"2010's"
"31226",2015,"4,552","Aloha","$26,250,020","$21,067,116","80.3%","$5,182,904","19.7%","tt1243974","https://m.media-amazon.com/images/M/MV5BMTg4Mjc0NTE1NV5BMl5BanBnXkFtZTgwNzcwNTQ3NTE@._V1_QL75_UX190_CR0,8,190,281_.jpg",1.25726435152374,33003214.3727853,"2010's"
"31023",2015,"4,592","Huevos: Little Rooster's Egg-cellent Adventure","$25,892,561","$9,080,818","35.1%","$16,811,743","64.9%","tt4643580","https://m.media-amazon.com/images/M/MV5BMTQ0NTc3MDIzNF5BMl5BanBnXkFtZTgwMTk1ODc0NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,32553793.9149539,"2010's"
"31148",2015,"4,599","Dügün Dernek 2: Sünnet","$25,836,668","-","-","$25,836,668","100%","tt5114588","https://m.media-amazon.com/images/M/MV5BMTc0MjMzMzIwMl5BMl5BanBnXkFtZTgwNTg0NDQxNzE@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.25726435152374,32483521.6385542,"2010's"
"32403",2015,"4,633","Look Who's Back","$25,513,752","-","-","$25,513,752","100%","tt4176826","https://m.media-amazon.com/images/M/MV5BMjRlZTU1YzQtNzVkMC00YzI2LTk3OWQtZjVhYzQ5MzNhZGRlXkEyXkFqcGdeQXVyNDkyMjA2NjU@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,32077530.8632176,"2010's"
"31570",2015,"4,649","Serial Teachers 2","$25,364,150","-","-","$25,364,150","100%","tt3713944","https://m.media-amazon.com/images/M/MV5BNjM1YzYyNzYtYTU5Zi00YzljLTg1OTItMjlhNjNhZWIzOTA1XkEyXkFqcGdeQXVyMzgzMjg5OTk@._V1_QL75_UY281_CR11,0,190,281_.jpg",1.25726435152374,31889441.6017009,"2010's"
"30801",2015,"4,695","The Dressmaker","$25,003,426","$2,022,115","8.1%","$22,981,311","91.9%","tt2910904","https://m.media-amazon.com/images/M/MV5BMjA4MzAxNTc5OF5BMl5BanBnXkFtZTgwMjgzMDE4OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,31435916.1757619,"2010's"
"31248",2015,"4,697","Ansatsu kyôshitsu","$25,000,000","-","-","$25,000,000","100%","tt3853452","https://m.media-amazon.com/images/M/MV5BMjAzNzUwMTk4OV5BMl5BanBnXkFtZTgwOTE2MjAwNTE@._V1_QL75_UY281_CR8,0,190,281_.jpg",1.25726435152374,31431608.7880936,"2010's"
"32801",2015,"4,715","Wild City","$24,817,852","$34,866","0.1%","$24,782,986","99.9%","tt3801934","https://m.media-amazon.com/images/M/MV5BMjM3Mjk5OTM2OV5BMl5BanBnXkFtZTgwMDMzODAyNzE@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.25726435152374,31202600.6009922,"2010's"
"31290",2015,"4,740","Capture the Flag","$24,604,331","$6,690","<0.1%","$24,597,641","100%","tt3896100","https://m.media-amazon.com/images/M/MV5BMzgxZmIxNWMtM2JkYS00YjQ1LWIyZmUtMGMzMzE4OWI0MWI4XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,30934148.2593905,"2010's"
"32723",2015,"4,741","Babysitting 2","$24,563,629","-","-","$24,563,629","100%","tt4400058","https://m.media-amazon.com/images/M/MV5BNDQ3YTRiODMtYTE2MS00ZDg1LWIyNDYtNjM0MzM4Y2FhZjA2XkEyXkFqcGdeQXVyNDkzODA5MDY@._V1_QL75_UY281_CR11,0,190,281_.jpg",1.25726435152374,30882975.0857548,"2010's"
"32148",2015,"4,743","Baahubali: The Beginning","$24,548,038","$6,738,000","27.4%","$17,810,038","72.6%","tt2631186","https://m.media-amazon.com/images/M/MV5BYWVlMjVhZWYtNWViNC00ODFkLTk1MmItYjU1MDY5ZDdhMTU3XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,30863373.0772502,"2010's"
"32059",2015,"4,774","The Gunman","$24,177,137","$10,664,749","44.1%","$13,512,388","55.9%","tt2515034","https://m.media-amazon.com/images/M/MV5BMTk5NTYzMDAxOF5BMl5BanBnXkFtZTgwNjY3NzMwNDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,30397052.4720057,"2010's"
"31018",2015,"4,833","Amy","$23,706,386","$8,413,144","35.5%","$15,293,242","64.5%","tt2870648","https://m.media-amazon.com/images/M/MV5BMTQ1MzE4MTE3OF5BMl5BanBnXkFtZTgwOTcyNDM3NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,29805194.0212615,"2010's"
"31766",2015,"4,845","Ever Since We Love","$23,620,000","-","-","$23,620,000","100%","tt4255554","https://m.media-amazon.com/images/M/MV5BMTk0ODc3MDExOV5BMl5BanBnXkFtZTgwMDEwMTkxNjE@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.25726435152374,29696583.9829908,"2010's"
"32464",2015,"4,857","Youth","$23,469,540","$2,703,296","11.5%","$20,766,244","88.5%","tt3312830","https://m.media-amazon.com/images/M/MV5BMjI2OTk5MzYyMl5BMl5BanBnXkFtZTgwMzY1MjE3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,29507415.9886605,"2010's"
"32315",2015,"4,952","All Creatures Big And Small","$22,783,699","-","-","$22,783,699","100%","tt3411432","https://m.media-amazon.com/images/M/MV5BMTczMDUzNzgxMF5BMl5BanBnXkFtZTgwNzcyMTk2NjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,28645132.5485471,"2010's"
"31321",2015,"5,013","Solace","$22,354,572","-","-","$22,354,572","100%","tt1291570","https://m.media-amazon.com/images/M/MV5BMjA5MzgyNTIzMF5BMl5BanBnXkFtZTgwODg1OTY1MDI@._V1_QL75_UX190_CR0,6,190,281_.jpg",1.25726435152374,28105606.4691708,"2010's"
"32062",2015,"5,022","Twenty","$22,271,862","$136,125","0.6%","$22,135,737","99.4%","tt4415016","https://m.media-amazon.com/images/M/MV5BMDk1OWFiMWUtNzQxZi00NWYyLWE4YTktZjBlYjY5OTlmOTQwXkEyXkFqcGdeQXVyNjYxMjY5MjU@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.25726435152374,28001618.1346563,"2010's"
"32671",2015,"5,034","Fifty Shades of Black","$22,227,514","$11,686,940","52.6%","$10,540,574","47.4%","tt4667094","https://m.media-amazon.com/images/M/MV5BMTQ3MTg3MzY4OV5BMl5BanBnXkFtZTgwNTI4MzM1NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,27945860.9751949,"2010's"
"30809",2015,"5,069","It Follows","$21,947,454","$14,674,076","66.9%","$7,273,378","33.1%","tt3235888","https://m.media-amazon.com/images/M/MV5BMmU0MjBlYzYtZWY0MC00MjliLWI3ZmUtMzhlZDVjMWVmYWY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,27593751.5209072,"2010's"
"32701",2015,"5,090","Daddy or Mommy","$21,835,307","-","-","$21,835,307","100%","tt4080672","https://m.media-amazon.com/images/M/MV5BYzRmNmI1ZWEtY2EyYS00NjNkLWI5OGMtNjg3NTBjMThhOTIyXkEyXkFqcGdeQXVyNTc3MjM3OTA@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.25726435152374,27452753.0956768,"2010's"
"32093",2015,"5,091","Black or White","$21,833,967","$21,571,189","98.8%","$262,778","1.2%","tt2883434","https://m.media-amazon.com/images/M/MV5BMTYyMzE2NTE5MV5BMl5BanBnXkFtZTgwNDI3ODI2MzE@._V1_QL75_UX190_CR0,6,190,281_.jpg",1.25726435152374,27451068.3614458,"2010's"
"32378",2015,"5,095","Pokémon the Movie: Hoopa and the Clash of Ages","$21,815,482","-","-","$21,815,482","100%","tt4503906","https://m.media-amazon.com/images/M/MV5BOTc4MzA2OTg1OF5BMl5BanBnXkFtZTgwNzcyNDAwODE@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.25726435152374,27427827.8299079,"2010's"
"31897",2015,"5,100","Welcome Back","$21,775,694","$1,388,365","6.4%","$20,387,329","93.6%","tt3159708","https://m.media-amazon.com/images/M/MV5BYjJmOTlhNGItNWUyNC00YzA1LWI2NzktMDU4ZjE1ZTcwOTE3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,27377803.7958894,"2010's"
"32089",2015,"5,169","Love Live! The School Idol Movie","$21,292,009","$115,840","0.5%","$21,176,169","99.5%","tt3837248","https://m.media-amazon.com/images/M/MV5BMjQzODQzNzQ0MV5BMl5BanBnXkFtZTgwNDYzMDUxODE@._V1_QL75_UX190_CR0,5,190,281_.jpg",1.25726435152374,26769683.8880227,"2010's"
"32295",2015,"5,254","Lady of the Dynasty","$20,778,906","-","-","$20,778,906","100%","tt2080418","https://m.media-amazon.com/images/M/MV5BZDYzYTVjZmYtZDk0NC00YzIyLWJlODItZDg2MWNjMTg1ZWZhXkEyXkFqcGdeQXVyNjUxOTI2MTk@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.25726435152374,26124577.7774628,"2010's"
"32339",2015,"5,302","The Clan","$20,381,995","$201,227","1%","$20,180,768","99%","tt4411504","https://m.media-amazon.com/images/M/MV5BMTQ5ODMwMjg5OF5BMl5BanBnXkFtZTgwODYyOTE2NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,25625555.7264352,"2010's"
"32006",2015,"5,333","Singh Is Bliing","$20,224,851","$919,095","4.5%","$19,305,756","95.5%","tt3696192","https://m.media-amazon.com/images/M/MV5BZTM5ZjM3NDEtYTJkMi00YzM0LWI2NDAtMzM4MmRmMjA0NDExXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY281_CR11,0,190,281_.jpg",1.25726435152374,25427984.1771793,"2010's"
"30612",2015,"5,420","Brothers","$19,695,610","$613,775","3.1%","$19,081,835","96.9%","tt3802576","https://m.media-amazon.com/images/M/MV5BNzQ4Njg3Mjg5Nl5BMl5BanBnXkFtZTgwODE5MDg1NjE@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.25726435152374,24762588.3345145,"2010's"
"32508",2015,"5,424","Blackhat","$19,652,057","$8,005,980","40.7%","$11,646,077","59.3%","tt2717822","https://m.media-amazon.com/images/M/MV5BMTg1NDUyMzk5NV5BMl5BanBnXkFtZTgwOTk1NzUxMzE@._V1_QL75_UX190_CR0,10,190,281_.jpg",1.25726435152374,24707830.7002126,"2010's"
"31195",2015,"5,493","The Classified File","$19,243,890","-","-","$19,243,890","100%","tt4791594","https://m.media-amazon.com/images/M/MV5BZjFjZDUyODEtY2UwNi00Y2Q3LThkMDktYjNiNjAwOWJhYmQ5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.25726435152374,24194656.8816442,"2010's"
"30649",2015,"5,508","Heroine Disqualified","$19,161,661","-","-","$19,161,661","100%","tt4396042","https://m.media-amazon.com/images/M/MV5BOTNkNjQ2MzItNDU5Ny00YWQzLWE2YjMtMjRhMzY1MTJjMmU3XkEyXkFqcGdeQXVyNTI4ODg2Mjc@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,24091273.2912828,"2010's"
"32624",2015,"5,543","Unfair the End","$18,913,492","-","-","$18,913,492","100%","tt4399984","https://m.media-amazon.com/images/M/MV5BMGNlY2ZkOWItYjU3Ny00Zjk5LTg4YzItZWQ2N2I2ZTNiMWIxXkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,23779259.2544295,"2010's"
"31559",2015,"5,614","Girls und Panzer der Film","$18,596,830","-","-","$18,596,830","100%","tt5284414","https://m.media-amazon.com/images/M/MV5BMTBjZWIwNTItZTAzMi00MDYyLWIxNmMtNDFlM2JkNDk5NDcwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.25726435152374,23381131.4103473,"2010's"
"31834",2015,"5,644","Palm Trees in the Snow","$18,428,235","-","-","$18,428,235","100%","tt3202202","https://m.media-amazon.com/images/M/MV5BZjBlMzQyZTItY2UxOS00YWMwLThmZjgtM2MzZDU2ZDY2NDU5XkEyXkFqcGdeQXVyMjc4MjcxNzI@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.25726435152374,23169162.9270021,"2010's"
"32575",2015,"5,691","While We're Young","$18,117,839","$7,587,485","41.9%","$10,530,354","58.1%","tt1791682","https://m.media-amazon.com/images/M/MV5BMTc4MDEzMTA5MF5BMl5BanBnXkFtZTgwODA5MTM0NDE@._V1_QL75_UX190_CR0,8,190,281_.jpg",1.25726435152374,22778913.1013466,"2010's"
"31053",2015,"5,716","Dope","$17,986,781","$17,506,470","97.3%","$480,311","2.7%","tt3850214","https://m.media-amazon.com/images/M/MV5BMjA3MjYyNTk0Nl5BMl5BanBnXkFtZTgwODc1NzQ1NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.25726435152374,22614138.5499646,"2010's"
"30712",2015,"5,738","Dil Dhadakne Do","$17,870,077","$3,066,100","17.2%","$14,803,977","82.8%","tt4110568","https://m.media-amazon.com/images/M/MV5BZWMzODAxMDAtMTk1Yi00NjBjLTgyOWYtNjYyNjYxZDg1NGU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTM3NDI3MzQ@._V1_QL75_UY281_CR2,0,190,281_.jpg",1.25726435152374,22467410.7710843,"2010's"
"31109",2015,"5,773","Regression","$17,671,101","$55,039","0.3%","$17,616,062","99.7%","tt3319920","https://m.media-amazon.com/images/M/MV5BODk4NWI4ZDAtZDNmYy00Mjk3LTg2NDMtNDkxMmZiMDM1OTQzXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,22217245.3394755,"2010's"
"31727",2015,"5,779","Kanchana 2","$17,639,157","-","-","$17,639,157","100%","tt3725026","https://m.media-amazon.com/images/M/MV5BNjhmMzVjNmMtMjI3Ni00ZTczLWExNWEtYTVkMzk5NzAzZDQ1XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_QL75_UX190_CR0,8,190,281_.jpg",1.25726435152374,22177083.2870305,"2010's"
"30836",2015,"5,783","Neerja","$17,618,280","$1,585,687","9%","$16,032,593","91%","tt5286444","https://m.media-amazon.com/images/M/MV5BZDhjM2E0OWMtOTA0Yy00NTNhLWEwNTEtZjhkNjNmNTdiZDA2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR2,0,190,281_.jpg",1.25726435152374,22150835.3791637,"2010's"
"32103",2015,"5,794","Little Boy","$17,572,289","$6,485,961","36.9%","$11,086,328","63.1%","tt1810683","https://m.media-amazon.com/images/M/MV5BMTU5MjMyODcxMF5BMl5BanBnXkFtZTgwMzIwMDM2NDE@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.25726435152374,22093012.5343728,"2010's"
"31852",2015,"5,907","Dad's Holiday","$17,000,000","-","-","$17,000,000","100%","tt4084042","https://m.media-amazon.com/images/M/MV5BZDU2MzA0YmUtNDJiZC00ODk1LWJhMzItZWFkODdlZWIzN2ZjXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.25726435152374,21373493.9759036,"2010's"
