"","Year","Rank","Title","Worldwide Lifetime Gross","Domestic Lifetime Gross","Domestic %","Foreign Lifetime Gross","Foreign %","tt","img","adj","rev","dec"
"21016",2010,"38","Toy Story 3","$1,066,970,811","$415,004,880","38.9%","$651,965,931","61.1%","tt0435761","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.36671802773498,1458248242.46071,"2010's"
"20576",2010,"46","Alice in Wonderland","$1,025,468,216","$334,191,110","32.6%","$691,277,106","67.4%","tt1014759","https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,1401525897.67643,"2010's"
"21398",2010,"53","Harry Potter and the Deathly Hallows: Part 1","$977,070,383","$296,374,621","30.3%","$680,695,762","69.7%","tt0926084","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,1335379706.81202,"2010's"
"21681",2010,"87","Inception","$836,848,102","$292,587,330","35%","$544,260,772","65%","tt1375666","https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,1143735387.4792,"2010's"
"21460",2010,"119","Shrek Forever After","$752,600,867","$238,736,787","31.7%","$513,864,080","68.3%","tt0892791","https://m.media-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,1028593172.61787,"2010's"
"20620",2010,"138","The Twilight Saga: Eclipse","$698,509,825","$300,531,751","43%","$397,978,074","57%","tt1325004","https://m.media-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,954665970.377504,"2010's"
"21143",2010,"166","Iron Man 2","$623,933,331","$312,433,331","50.1%","$311,500,000","49.9%","tt1228705","https://m.media-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,852740931.582435,"2010's"
"20133",2010,"178","Tangled","$592,462,816","$200,821,936","33.9%","$391,640,880","66.1%","tt0398286","https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,809729611.38983,"2010's"
"21186",2010,"204","Despicable Me","$543,157,985","$251,557,985","46.3%","$291,600,000","53.7%","tt1323594","https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,742343810.007704,"2010's"
"20474",2010,"233","How to Train Your Dragon","$494,879,471","$217,581,231","44%","$277,298,240","56%","tt0892769","https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.36671802773498,676360694.571649,"2010's"
"22021",2010,"236","Clash of the Titans","$493,214,993","$163,214,888","33.1%","$330,000,105","66.9%","tt0800320","https://m.media-amazon.com/images/M/MV5BMTYxNjg4MzU5OV5BMl5BanBnXkFtZTcwOTA3NTUwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,674085822.48228,"2010's"
"21395",2010,"298","The King's Speech","$427,374,317","$138,797,449","32.5%","$288,576,868","67.5%","tt1504320","https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.36671802773498,584100183.634823,"2010's"
"20923",2010,"310","The Chronicles of Narnia: The Voyage of the Dawn Treader","$415,686,217","$104,386,950","25.1%","$311,299,267","74.9%","tt0980970","https://m.media-amazon.com/images/M/MV5BZWZkMzhhMTctYzBkMy00ZTIxLWFiY2ItNTEyYmQzMGQ4ZmU4XkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.36671802773498,568125846.654854,"2010's"
"20158",2010,"337","Tron: Legacy","$400,063,852","$172,062,763","43%","$228,001,089","57%","tt1104001","https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,546774478.773498,"2010's"
"21379",2010,"402","The Karate Kid","$359,126,022","$176,591,618","49.2%","$182,534,404","50.8%","tt1155076","https://m.media-amazon.com/images/M/MV5BYjQ1NzRhYjYtMWY3My00ODA0LTk5ZDctYjQ4YjE0M2RhMGNiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,490824008.496148,"2010's"
"21078",2010,"463","Black Swan","$329,398,046","$106,954,678","32.5%","$222,443,368","67.5%","tt0947798","https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,450194247.768875,"2010's"
"20720",2010,"475","Megamind","$321,885,765","$148,415,853","46.1%","$173,469,912","53.9%","tt1001526","https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_QL75_UX190_CR0,8,190,281_.jpg",1.36671802773498,439927077.896764,"2010's"
"21786",2010,"479","Robin Hood","$321,669,741","$105,269,730","32.7%","$216,400,011","67.3%","tt0955308","https://m.media-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,439631834.001541,"2010's"
"22032",2010,"485","The Last Airbender","$319,713,881","$131,772,187","41.2%","$187,941,694","58.8%","tt0938283","https://m.media-amazon.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,436958724.879815,"2010's"
"20502",2010,"501","Little Fockers","$310,650,585","$148,438,600","47.8%","$162,211,985","52.2%","tt0970866","https://m.media-amazon.com/images/M/MV5BMTkwNjE3NjQwOV5BMl5BanBnXkFtZTcwNzAyNTMwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,424571754.845917,"2010's"
"20897",2010,"528","Resident Evil: Afterlife","$300,228,084","$60,128,566","20%","$240,099,518","80%","tt1220634","https://m.media-amazon.com/images/M/MV5BZjRlMGQ0NmUtM2U2Ny00MTk3LTg5NjAtN2M3Y2JmZjllNjJlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,410327134.835131,"2010's"
"21771",2010,"545","Shutter Island","$294,805,697","$128,012,934","43.4%","$166,792,763","56.6%","tt1130884","https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,402916260.768875,"2010's"
"20305",2010,"548","Salt","$293,503,354","$118,311,368","40.3%","$175,191,986","59.7%","tt0944835","https://m.media-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,401136325.112481,"2010's"
"20354",2010,"554","Sex and the City 2","$290,745,055","$95,347,692","32.8%","$195,397,363","67.2%","tt1261945","https://m.media-amazon.com/images/M/MV5BMTM3OTUyNTI3MF5BMl5BanBnXkFtZTcwODcyMzM0Mw@@._V1_QL75_UX190_CR0,14,190,281_.jpg",1.36671802773498,397366508.143297,"2010's"
"21181",2010,"572","The Tourist","$278,780,441","$67,631,157","24.3%","$211,149,284","75.7%","tt1243957","https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,381014254.494607,"2010's"
"20704",2010,"582","The Expendables","$274,470,394","$103,068,524","37.6%","$171,401,870","62.4%","tt1320253","https://m.media-amazon.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,375123635.559322,"2010's"
"21571",2010,"589","Grown Ups","$271,457,301","$162,001,186","59.7%","$109,456,115","40.3%","tt1375670","https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,371005587.03698,"2010's"
"21965",2010,"643","True Grit","$252,276,927","$171,243,005","67.9%","$81,033,922","32.1%","tt1403865","https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,344791424.112481,"2010's"
"20328",2010,"696","Gulliver's Travels","$237,382,724","$42,779,261","18%","$194,603,463","82%","tt1320261","https://m.media-amazon.com/images/M/MV5BMjI1NDU1MjcxN15BMl5BanBnXkFtZTcwODczNTM1Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,324435248.363636,"2010's"
"21356",2010,"738","Percy Jackson & the Olympians: The Lightning Thief","$226,497,209","$88,768,303","39.2%","$137,728,906","60.8%","tt0814255","https://m.media-amazon.com/images/M/MV5BMTQ5NDlmZWUtMjIyMC00NzQ3LTg3OWYtMzRkY2FiNzQ0Njc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,309557818.771957,"2010's"
"21723",2010,"746","The Social Network","$224,920,375","$96,962,694","43.1%","$127,957,681","56.9%","tt1285016","https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,307402731.317411,"2010's"
"22037",2010,"780","Valentine's Day","$216,528,528","$110,528,528","51%","$106,000,000","49%","tt0817230","https://m.media-amazon.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_QL75_UX190_CR0,11,190,281_.jpg",1.36671802773498,295933442.736518,"2010's"
"21162",2010,"792","The Sorcerer's Apprentice","$215,283,742","$63,150,991","29.3%","$152,132,751","70.7%","tt0963966","https://m.media-amazon.com/images/M/MV5BN2EwMzg3YWUtMTQyYS00ZDY3LTgzNTctOWI5NzY3MmZkOTk2XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.36671802773498,294232171.269646,"2010's"
"21063",2010,"815","Due Date","$211,780,824","$100,539,043","47.5%","$111,241,781","52.5%","tt1231583","https://m.media-amazon.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,289444670.089368,"2010's"
"21908",2010,"850","Eat Pray Love","$204,594,016","$80,574,010","39.4%","$124,020,006","60.6%","tt0879870","https://m.media-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,279622330.033898,"2010's"
"20250",2010,"856","Yogi Bear","$203,509,374","$100,246,011","49.3%","$103,263,363","50.7%","tt1302067","https://m.media-amazon.com/images/M/MV5BMmI0ZmMwMDYtNTk4OC00NGNhLTk3NDUtNjFmZTI5NTUzYTFmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.36671802773498,278139930.25886,"2010's"
"21482",2010,"873","RED","$199,006,387","$90,380,162","45.4%","$108,626,225","54.6%","tt1245526","https://m.media-amazon.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,271985616.747304,"2010's"
"20883",2010,"996","Paranormal Activity 2","$177,512,032","$84,752,907","47.7%","$92,759,125","52.3%","tt1536044","https://m.media-amazon.com/images/M/MV5BMjE4NDgwMzAxNF5BMl5BanBnXkFtZTcwNTE3OTk4Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,242608894.274268,"2010's"
"20604",2010,"1,004","The A-Team","$177,238,796","$77,222,099","43.6%","$100,016,697","56.4%","tt0429493","https://m.media-amazon.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,242235457.707242,"2010's"
"20561",2010,"1,039","Jackass 3D","$171,685,792","$117,229,692","68.3%","$54,456,100","31.7%","tt1116184","https://m.media-amazon.com/images/M/MV5BMjI3NTQ1NTE4OV5BMl5BanBnXkFtZTcwMzEzMzA3NA@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,234646067.032357,"2010's"
"20814",2010,"1,049","The Other Guys","$170,458,922","$119,219,978","69.9%","$51,238,944","30.1%","tt1386588","https://m.media-amazon.com/images/M/MV5BMDlhZDQ5NDUtNDcwMi00MTQ5LTk1Y2UtYjNmMjgzNzNhNzU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,232969281.68567,"2010's"
"20106",2010,"1,070","Unstoppable","$167,805,466","$81,562,942","48.6%","$86,242,524","51.4%","tt0477080","https://m.media-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,229342755.534669,"2010's"
"21629",2010,"1,136","Step Up 3D","$159,291,809","$42,400,223","26.6%","$116,891,586","73.4%","tt1193631","https://m.media-amazon.com/images/M/MV5BMTcxNDU2NTE4Nl5BMl5BanBnXkFtZTcwNzQ1MTEzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,217706987.030817,"2010's"
"21977",2010,"1,151","The Book of Eli","$157,107,755","$94,835,059","60.4%","$62,272,696","39.6%","tt1037705","https://m.media-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.36671802773498,214722001.05547,"2010's"
"22006",2010,"1,177","The Town","$154,026,136","$92,186,262","59.8%","$61,839,874","40.2%","tt0840361","https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,210510296.813559,"2010's"
"20344",2010,"1,191","Date Night","$152,263,880","$98,711,404","64.8%","$53,552,476","35.2%","tt1279935","https://m.media-amazon.com/images/M/MV5BYzI1Yzc1OTAtNDE2Zi00MTM1LTkwOTctNzU5Mjg2ZWJmMDE4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,208101789.768875,"2010's"
"20731",2010,"1,214","The Secret World of Arrietty","$149,480,483","$19,587,032","13.1%","$129,893,451","86.9%","tt1568921","https://m.media-amazon.com/images/M/MV5BZDY3ZGI0ZDAtMThlNy00MzAxLTg4YjAtNjkwYTkxNmQ4MjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.36671802773498,204297670.910632,"2010's"
"21294",2010,"1,285","Legend of the Guardians: The Owls of Ga'Hoole","$140,073,390","$55,675,313","39.8%","$84,398,077","60.2%","tt1219342","https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,191440827.318952,"2010's"
"21052",2010,"1,288","The Wolfman","$139,789,765","$61,979,680","44.3%","$77,810,085","55.7%","tt0780653","https://m.media-amazon.com/images/M/MV5BZGE4MmU2YzQtY2VkNy00ZTQ0LTkyNTctMjMwNDQ1ODE3NTZiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,191053191.918336,"2010's"
"20833",2010,"1,315","The Bounty Hunter","$136,333,522","$67,061,228","49.2%","$69,272,294","50.8%","tt1038919","https://m.media-amazon.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.36671802773498,186329482.302003,"2010's"
"20138",2010,"1,318","Saw 3D","$136,151,680","$45,710,178","33.6%","$90,441,502","66.4%","tt1477076","https://m.media-amazon.com/images/M/MV5BYjRhNWIwNzYtODEyYS00YzcxLWEzMmQtZmFhZTJjYjhkYjA3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,186080955.562404,"2010's"
"22022",2010,"1,325","Wall Street: Money Never Sleeps","$134,748,021","$52,474,616","38.9%","$82,273,405","61.1%","tt1027718","https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,184162549.502311,"2010's"
"21040",2010,"1,395","The Adjustment Bureau","$127,869,379","$62,495,645","48.9%","$65,373,734","51.1%","tt1385826","https://m.media-amazon.com/images/M/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR14,0,190,281_.jpg",1.36671802773498,174761385.474576,"2010's"
"20677",2010,"1,402","Predators","$127,233,108","$52,000,688","40.9%","$75,232,420","59.1%","tt1424381","https://m.media-amazon.com/images/M/MV5BNjFmNDNlMGItMDQxMS00ZWMxLTg4MmQtMTBiNWU3ZDU1Nzk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,173891782.428351,"2010's"
"21660",2010,"1,529","A Nightmare on Elm Street","$115,695,182","$63,075,011","54.5%","$52,620,171","45.5%","tt1179056","https://m.media-amazon.com/images/M/MV5BODIxMTQ0NTIxM15BMl5BanBnXkFtZTcwMzY1NDAyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,158122690.961479,"2010's"
"21308",2010,"1,544","Dear John","$114,984,666","$80,014,842","69.6%","$34,969,824","30.4%","tt0989757","https://m.media-amazon.com/images/M/MV5BMTk1NDEzMTU5NV5BMl5BanBnXkFtZTcwNTI3MTk5Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,157151615.935285,"2010's"
"22016",2010,"1,571","Cats & Dogs: The Revenge of Kitty Galore","$112,483,764","$43,585,753","38.8%","$68,898,011","61.2%","tt1287468","https://m.media-amazon.com/images/M/MV5BMTYwNTk2NTc3OV5BMl5BanBnXkFtZTcwMDUwMzgyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,153733588.086287,"2010's"
"21459",2010,"1,572","Tooth Fairy","$112,462,508","$60,022,256","53.4%","$52,440,252","46.6%","tt0808510","https://m.media-amazon.com/images/M/MV5BMTQ4NjQzMjQxNF5BMl5BanBnXkFtZTcwNTEzMDY4Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,153704537.127889,"2010's"
"20350",2010,"1,613","Sanctum","$108,609,310","$23,209,310","21.4%","$85,400,000","78.6%","tt0881320","https://m.media-amazon.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,148438301.956857,"2010's"
"20541",2010,"1,629","Harmony","$107,441,543","-","-","$107,441,543","100%","tt1588356","https://m.media-amazon.com/images/M/MV5BMjA3MzM2NzYyOV5BMl5BanBnXkFtZTgwODg4MDE0MjE@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.36671802773498,146842293.745763,"2010's"
"20913",2010,"1,638","Hereafter","$106,956,330","$32,746,941","30.6%","$74,209,389","69.4%","tt1212419","https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,146179144.391371,"2010's"
"20362",2010,"1,651","Life as We Know It","$105,734,416","$53,374,681","50.5%","$52,359,735","49.5%","tt1055292","https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,144509132.49923,"2010's"
"20450",2010,"1,664","Let the Bullets Fly","$104,731,450","$63,012","<0.1%","$104,668,438","99.9%","tt1533117","https://m.media-amazon.com/images/M/MV5BMjI2NDQ5Mzg0NF5BMl5BanBnXkFtZTgwMDM3NjI2MDE@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.36671802773498,143138360.785824,"2010's"
"21217",2010,"1,700","Love & Other Drugs","$102,820,008","$32,367,005","31.5%","$70,453,003","68.5%","tt0758752","https://m.media-amazon.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,140525958.545455,"2010's"
"20892",2010,"1,740","Aftershock","$100,297,508","$62,962","<0.1%","$100,234,546","99.9%","tt1393746","https://m.media-amazon.com/images/M/MV5BYWQyMWRjMjctMzc1Mi00YjY4LTlhZDgtNDUzYjk3ZjQwZjllXkEyXkFqcGdeQXVyMTI5ODA1OTU0._V1_QL75_UY281_CR6,0,190,281_.jpg",1.36671802773498,137078412.320493,"2010's"
"21047",2010,"1,767","Umizaru 3: The Last Message","$98,663,381","-","-","$98,663,381","100%","tt1277373","https://m.media-amazon.com/images/M/MV5BNWY4YmJkNDYtNmU1ZC00ZWNkLWIyOTctMDZiNGYwY2QxNjlmXkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.36671802773498,134845021.489985,"2010's"
"20813",2010,"1,778","Killers","$98,159,963","$47,059,963","47.9%","$51,100,000","52.1%","tt1103153","https://m.media-amazon.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,134156991.033898,"2010's"
"20966",2010,"1,813","Kick-Ass","$96,188,903","$48,071,303","50%","$48,117,600","50%","tt1250777","https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,131463107.798151,"2010's"
"21386",2010,"1,867","Nanny McPhee Returns","$93,251,121","$29,011,215","31.1%","$64,239,906","68.9%","tt1415283","https://m.media-amazon.com/images/M/MV5BMTI5NDUxNDU4OF5BMl5BanBnXkFtZTcwNDk1NjM1Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,127447988.177196,"2010's"
"20126",2010,"1,893","Get Him to the Greek","$91,720,255","$60,974,475","66.5%","$30,745,780","33.5%","tt1226229","https://m.media-amazon.com/images/M/MV5BMjIyMzQ0MjExNV5BMl5BanBnXkFtZTcwMzkyMzgxMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,125355726.016949,"2010's"
"20511",2010,"1,927","Burlesque","$89,520,336","$39,440,655","44.1%","$50,079,681","55.9%","tt1126591","https://m.media-amazon.com/images/M/MV5BMjM1ZmI4NmUtMDJmMC00N2NkLTg1NGYtMDUyZDZlMmExNGNiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.36671802773498,122349057.060092,"2010's"
"21738",2010,"1,934","The Last Song","$89,137,047","$62,950,384","70.6%","$26,186,663","29.4%","tt1294226","https://m.media-amazon.com/images/M/MV5BMjA5NjM5MDA0M15BMl5BanBnXkFtZTcwMjg2NzQwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,121825209.07396,"2010's"
"21498",2010,"1,977","Dinner for Schmucks","$86,855,739","$73,026,337","84.1%","$13,829,402","15.9%","tt0427152","https://m.media-amazon.com/images/M/MV5BOTk5MTYzNTIyMl5BMl5BanBnXkFtZTcwOTM3MTQ2Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,118707304.303544,"2010's"
"21282",2010,"2,005","Bayside Shakedown 3: Set the Guys Loose","$85,347,374","-","-","$85,347,374","100%","tt1212453","https://m.media-amazon.com/images/M/MV5BM2IxYjZiYzUtNWMyZi00NTUzLTkzOTMtOTA1ZGMwNDk5YjBjXkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.36671802773498,116645794.665639,"2010's"
"21563",2010,"2,041","Marmaduke","$83,761,844","$33,644,788","40.2%","$50,117,056","59.8%","tt1392197","https://m.media-amazon.com/images/M/MV5BM2ZkMGNmMmUtYzVlZS00YTNmLTg1YTUtMGZkN2I1NGMwNWY0XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,114478822.231125,"2010's"
"21205",2010,"2,047","Piranha 3D","$83,188,165","$25,003,155","30.1%","$58,185,010","69.9%","tt0464154","https://m.media-amazon.com/images/M/MV5BMTU3NDg2NTY4Nl5BMl5BanBnXkFtZTcwMTM0OTE3Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,113694764.799692,"2010's"
"21203",2010,"2,049","Oceans","$83,090,556","$19,422,319","23.4%","$63,668,237","76.6%","tt0765128","https://m.media-amazon.com/images/M/MV5BMjIwZjU3ZjgtNGJhOC00Mzk3LTg3YTItOTFlYmQ2NjdlYWE3XkEyXkFqcGdeQXVyMjc1NTg2NTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.36671802773498,113561360.819723,"2010's"
"20244",2010,"2,067","Blades of Blood","$82,218,107","-","-","$82,218,107","100%","tt1730695","https://m.media-amazon.com/images/M/MV5BZTY3MjA1NmQtMmUwMi00MjhmLTkxOWUtNDc3ZDUzODBmNDllXkEyXkFqcGdeQXVyMjI0MDI5Mg@@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.36671802773498,112368969.043143,"2010's"
