"","Year","Rank","Title","Worldwide Lifetime Gross","Domestic Lifetime Gross","Domestic %","Foreign Lifetime Gross","Foreign %","tt","img","adj","rev","dec"
"47860",2021,"10,386","Octonauts: The Ring of Fire","$5,512,875","-","-","$5,512,875","100%","tt13779166","https://m.media-amazon.com/images/M/MV5BZWRhYmE3MjQtYjg5ZS00N2E5LWJiN2ItMDY3ODg0NWViY2U5XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UX190_CR0,29,190,281_.jpg",1.09981401115933,6063137.16676999,"2020's"
"48604",2021,"10,405","Roadrunner: A Film About Anthony Bourdain","$5,489,792","$5,354,970","97.5%","$134,822","2.5%","tt14512538","https://m.media-amazon.com/images/M/MV5BYmUwMjlhYTktNWE4Zi00MDcwLWE1OTctMjAyMWU4NjVlYWM4XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,6037750.1599504,"2020's"
"48026",2021,"10,428","Hell's Garden","$5,464,587","-","-","$5,464,587","100%","tt14605182","https://m.media-amazon.com/images/M/MV5BMzZmOThjZmItZGFhYS00ODZiLThlYzktM2E4YTlmMTczZTc2XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,6010029.34779913,"2020's"
"48414",2021,"10,454","Poly","$5,432,668","-","-","$5,432,668","100%","tt11060092","https://m.media-amazon.com/images/M/MV5BZjZjM2IwYTEtNTdkMC00ZWY2LTgzNDItZWUxNzUwZTI5MDViXkEyXkFqcGdeQXVyMjU3Nzg4MDk@._V1_QL75_UY281_CR11,0,190,281_.jpg",1.09981401115933,5974924.38437694,"2020's"
"48574",2021,"10,499","Rebels @ School","$5,373,010","-","-","$5,373,010","100%","tt13323330","https://m.media-amazon.com/images/M/MV5BOTU3NGY1YjAtZTM2OS00M2MxLWIyYjItNDVjOTY5NmE3N2RiXkEyXkFqcGdeQXVyNTQ2OTQ4ODU@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,5909311.68009919,"2020's"
"48480",2021,"10,512","Three Wishes for Cinderella","$5,352,917","-","-","$5,352,917","100%","tt10147580","https://m.media-amazon.com/images/M/MV5BZjQzODM4ZGItNjFiMy00YjRkLTg0ZmUtOTc5ZjM1MjY2YWY2XkEyXkFqcGdeQXVyNTkzMzAwNzg@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,5887213.11717297,"2020's"
"46809",2021,"10,567","Kiba: The Fangs of Fiction","$5,283,305","-","-","$5,283,305","100%","tt11679950","https://m.media-amazon.com/images/M/MV5BNWZhNDVlYzktZDVkYi00ZmQ4LWIwMjctNmY3NWVmMDY4MGFjXkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,5810652.86422815,"2020's"
"47452",2021,"10,578","Price of Parenting","$5,267,547","-","-","$5,267,547","100%","tt13271264","https://m.media-amazon.com/images/M/MV5BNDUxNTI0ZWEtYWEyZS00ZGU0LWFhZmQtOWI0NDMzZjY2OGQ1XkEyXkFqcGdeQXVyOTA0NTc0NTg@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.09981401115933,5793321.9950403,"2020's"
"46860",2021,"10,601","Beautiful Lure: A Modern Tale of Painted Skin","$5,239,977","-","-","$5,239,977","100%","tt14090330","https://m.media-amazon.com/images/M/MV5BNGY4YTNmYTEtMGJmOC00NTFmLTlhOGUtZGFkMDNmMjM5NTU2XkEyXkFqcGdeQXVyOTczOTE5NjU@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,5763000.12275263,"2020's"
"46853",2021,"10,614","The Ambush","$5,224,931","-","-","$5,224,931","100%","tt13445076","https://m.media-amazon.com/images/M/MV5BYjBlZmE1YzgtZTcxYS00ZjJiLTg4NmEtOTg0OTdlYjI5YjFhXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.09981401115933,5746452.32114073,"2020's"
"48534",2021,"10,650","Family Swap","$5,191,523","-","-","$5,191,523","100%","tt10366428","https://m.media-amazon.com/images/M/MV5BNmUwNDA3OWUtNDM3Zi00MzhiLWIyZTItNmNiMTkxNGYwYTI3XkEyXkFqcGdeQXVyODU4NzI4NDI@._V1_QL75_UY281_CR8,0,190,281_.jpg",1.09981401115933,5709709.73465592,"2020's"
"47062",2021,"10,682","Nothing Serious","$5,154,335","-","-","$5,154,335","100%","tt16303830","https://m.media-amazon.com/images/M/MV5BMDA3ODEzYmQtOGIyZS00MDlkLTg4YzktNTcwZTc5YTdlZTEzXkEyXkFqcGdeQXVyMDM1MzY1Mg@@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,5668809.85120893,"2020's"
"47866",2021,"10,756","A Morning of Farewell","$5,075,369","-","-","$5,075,369","100%","tt12860934","https://m.media-amazon.com/images/M/MV5BY2JmYmM0MTctOGJiZi00ZWU2LWFjMDEtYjUzNjIxYWU3Y2RiXkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,5581961.93800372,"2020's"
"48326",2021,"10,771","Forever Passion","$5,060,000","-","-","$5,060,000","100%","tt11662974","https://m.media-amazon.com/images/M/MV5BYTQ2YjM3ODUtMTI3Yy00YWRjLWEzNjgtOGI0YzUzYjE2NThjXkEyXkFqcGdeQXVyNzM0NzUzMzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.09981401115933,5565058.89646621,"2020's"
"48519",2021,"10,790","The Card Counter","$5,040,693","$2,657,850","52.7%","$2,382,843","47.3%","tt11196036","https://m.media-amazon.com/images/M/MV5BNTMyNzQ4MmUtMmJiYy00YjlmLWJiMzktNjc1MGNlMzBjYjhiXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,5543824.78735276,"2020's"
"48685",2021,"10,808","Love Story","$5,019,348","$971,000","19.4%","$4,048,348","80.6%","tt11384004","https://m.media-amazon.com/images/M/MV5BOGQ1N2M4ZGUtNjNjYi00YTc2LTk5ZmYtYWMzOTM0NmQ2YWZjXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,5520349.25728456,"2020's"
"47829",2021,"10,837","Zola","$4,998,097","$4,844,399","96.9%","$153,698","3.1%","tt5439812","https://m.media-amazon.com/images/M/MV5BNjNjMWJhYTktZDk5Ny00OWM3LTlmYzYtYmEwMDM3NGYwNmUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,5496977.10973342,"2020's"
"47344",2021,"10,844","Around the World in 80 Days","$4,988,257","$48,757","1%","$4,939,500","99%","tt10341040","https://m.media-amazon.com/images/M/MV5BMDhlOTg4MjMtNTEyNi00ZWJlLThlMjMtNTM0MTI4ZjZmYzZlXkEyXkFqcGdeQXVyMjMwODE4ODI@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.09981401115933,5486154.93986361,"2020's"
"48083",2021,"10,846","Titane","$4,982,335","$1,442,988","29%","$3,539,347","71%","tt10944760","https://m.media-amazon.com/images/M/MV5BNGJlMTVlYWQtYmM5OC00MDgwLTk3NzAtMGViY2VjOGU0YjlkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg",1.09981401115933,5479641.84128952,"2020's"
"48383",2021,"10,907","Red","$4,920,261","-","-","$4,920,261","100%","tt11191344","https://m.media-amazon.com/images/M/MV5BMDg2OGRjNGItZGRhMi00NjIxLThhMDgtNWYwMmI3YTI1Y2ZjXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_QL75_UX190_CR0,8,190,281_.jpg",1.09981401115933,5411371.98636082,"2020's"
"47743",2021,"10,996","Gekijouban Free! the Final Stroke - Part 1","$4,841,421","-","-","$4,841,421","100%","tt14531302","https://m.media-amazon.com/images/M/MV5BZTIxMDdmNWQtYjgxYy00OGE5LWIwNjEtYjNjOGNhZDU0ZGJkXkEyXkFqcGdeQXVyODczOTkyNjA@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,5324662.64972102,"2020's"
"46839",2021,"11,007","Wrong Turn","$4,829,926","$1,251,184","25.9%","$3,578,742","74.1%","tt9110170","https://m.media-amazon.com/images/M/MV5BM2Y5ZWE2MTMtODE3ZC00NWQ4LWJkNzctNGY4Njg5NDY5MzNlXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,5312020.28766274,"2020's"
"47538",2021,"11,040","Little Nicholas' Treasure","$4,794,287","-","-","$4,794,287","100%","tt15173948","https://m.media-amazon.com/images/M/MV5BZWMzNTg1MjUtMWY4ZS00MTM0LWJmYjktN2JkOGQ0Y2Y0MmViXkEyXkFqcGdeQXVyMTEyNzIwMzM1._V1_QL75_UY281_CR9,0,190,281_.jpg",1.09981401115933,5272824.01611903,"2020's"
"46727",2021,"11,094","Under the Open Sky","$4,735,797","-","-","$4,735,797","100%","tt12801374","https://m.media-amazon.com/images/M/MV5BOTgxMjRiNjQtYzIzMi00N2QzLWJiMWQtZDNkODhjNjkyMGVmXkEyXkFqcGdeQXVyMjUxNzgwMTM@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,5208495.89460632,"2020's"
"48163",2021,"11,169","Vicky and Her Mystery","$4,658,226","-","-","$4,658,226","100%","tt10945274","https://m.media-amazon.com/images/M/MV5BZDEzNWYxOTctZTFmYi00OWRiLWFkZDAtZmU0MzgyMmJlMzJkXkEyXkFqcGdeQXVyMTE5MTkxMDI2._V1_QL75_UY281_CR11,0,190,281_.jpg",1.09981401115933,5123182.22194668,"2020's"
"47622",2021,"11,237","Tropical Rouge Pretty Cure The Movie: Snow Princess And Miracle Ring!","$4,605,667","-","-","$4,605,667","100%","tt15801562","https://m.media-amazon.com/images/M/MV5BZTMyNTE1MTUtYjYwZi00NDdjLTk4MzgtZDg0OTNhN2FkNzJhXkEyXkFqcGdeQXVyMTU1ODk0Njc0._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,5065377.09733416,"2020's"
"47107",2021,"11,332","Separation","$4,509,143","$4,509,143","100%","$0","-","tt9173154","https://m.media-amazon.com/images/M/MV5BN2QxMjIxNDYtZGRiOS00MjdmLWI4YTItZDQ4YzI2ODFiODU3XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,4959218.64972102,"2020's"
"46746",2021,"11,338","C'mon C'mon","$4,499,395","$1,863,674","41.4%","$2,635,721","58.6%","tt10986222","https://m.media-amazon.com/images/M/MV5BMzkwZWJhOTUtZTJkMC00OWQ5LTljZDctYzgxNWFiYjEyZjZiXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,4948497.66274024,"2020's"
"47406",2021,"11,346","Major Grom: Plague Doctor","$4,493,306","-","-","$4,493,306","100%","tt7601480","https://m.media-amazon.com/images/M/MV5BMDY2Mzk1NjgtOGM2My00Yzc0LTljOWUtM2U2MWUzYTA4MzlmXkEyXkFqcGdeQXVyMjUwNjY5MzA@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4941800.89522629,"2020's"
"47801",2021,"11,414","Prababushka lyogkogo povedeniya","$4,424,649","-","-","$4,424,649","100%","tt13456266","https://m.media-amazon.com/images/M/MV5BNTA5NzM2MGMtMTMwYi00NTE2LWE1ZTctYTExNmU3MmFkZWE5XkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4866290.96466212,"2020's"
"46981",2021,"11,449","V2. Escape from Hell","$4,392,744","-","-","$4,392,744","100%","tt11892034","https://m.media-amazon.com/images/M/MV5BOWNjNDgxYTgtNWI5YS00OGRlLWJlMDMtZmNlYWQ2ZWFjNGMwXkEyXkFqcGdeQXVyMjUwNjY5MzA@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.09981401115933,4831201.39863608,"2020's"
"46888",2021,"11,505","77 Heartwarmings","$4,345,693","-","-","$4,345,693","100%","tt14514234","https://m.media-amazon.com/images/M/MV5BMDkwYTVhMzctMjk4Yy00NjM2LWI0N2QtNmM1MGU4N2I1ZGQ2XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.09981401115933,4779454.04959702,"2020's"
"48262",2021,"11,514","Perhaps Love","$4,331,855","-","-","$4,331,855","100%","tt15587126","https://m.media-amazon.com/images/M/MV5BMDNkYjdmNzItZTM5Yy00NzY0LTlkYTQtYzVlOTc0NzYwMWI5XkEyXkFqcGdeQXVyMDM1MzY1Mg@@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4764234.8233106,"2020's"
"47189",2021,"11,538","The Relatives","$4,300,000","-","-","$4,300,000","100%","tt13996386","https://m.media-amazon.com/images/M/MV5BNjdmYmU4MjItOTNhNy00MjRiLWJiZmUtNmJkNjA1YjIyMDUwXkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4729200.24798512,"2020's"
"48709",2021,"11,543","Voyagers","$4,298,184","$3,149,935","73.3%","$1,148,249","26.7%","tt9664108","https://m.media-amazon.com/images/M/MV5BZDIzODQyODQtYzIyYy00MDE5LWJmZjMtMDRmYTRkNzAyZjAzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,4727202.98574086,"2020's"
"47230",2021,"11,574","Girls und Panzer das Finale: Part III","$4,261,861","-","-","$4,261,861","100%","tt12286898","https://m.media-amazon.com/images/M/MV5BZDNmMzQ3NTYtMWY2Yi00YTU4LTlhNWEtODczZmFjMDZiNTM0XkEyXkFqcGdeQXVyMzUzMzgxNA@@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,4687254.44141352,"2020's"
"48216",2021,"11,585","Benedetta","$4,250,632","$354,481","8.3%","$3,896,151","91.7%","tt6823148","https://m.media-amazon.com/images/M/MV5BNGRiMmEzOTYtYThjZC00ZDk3LThmN2YtNzYxY2FjZWYyMjU0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,4674904.62988221,"2020's"
"47881",2021,"11,623","Windstorm: The Great Hurricane","$4,218,725","-","-","$4,218,725","100%","tt11560730","https://m.media-amazon.com/images/M/MV5BNGRmMmVjODItMDU5Zi00MDkwLWFkMzAtNDgwM2EzM2RhNTExXkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_QL75_UY281_CR18,0,190,281_.jpg",1.09981401115933,4639812.86422815,"2020's"
"47676",2021,"11,656","Boogie","$4,191,023","$4,178,620","99.7%","$12,403","0.3%","tt10896398","https://m.media-amazon.com/images/M/MV5BZTQwNDNlMmEtMmU4Mi00OGE5LWE0ZDAtYzU3YTc3MzJjM2ZlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY281_CR1,0,190,281_.jpg",1.09981401115933,4609345.81649101,"2020's"
"47207",2021,"11,675","Kamen Rider Saber + Kikai Sentai Zenkaiger: Super Hero Senki","$4,171,103","-","-","$4,171,103","100%","tt14727298","https://m.media-amazon.com/images/M/MV5BMjUxYjM5MWYtZjJjMS00NjEyLWJjYzUtM2UxMTI1Nzc1NTY5XkEyXkFqcGdeQXVyMjg2NDYwMzM@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,4587437.52138872,"2020's"
"47101",2021,"11,808","Bet on Friendship","$4,050,724","-","-","$4,050,724","100%","tt10704730","https://m.media-amazon.com/images/M/MV5BM2JlMjUyYTQtZDdjMi00MDg1LTk1YjAtYTg2YjlhMTZmMzE3XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4455043.01053937,"2020's"
"47628",2021,"11,975","Spoiled Brats","$3,910,041","-","-","$3,910,041","100%","tt13079150","https://m.media-amazon.com/images/M/MV5BNzM2Y2Q4NzktZTk4Yi00ZjMzLTkwNTMtMThmYjUxZDUwMjkwXkEyXkFqcGdeQXVyMTE5MTkxMDI2._V1_QL75_UY281_CR9,0,190,281_.jpg",1.09981401115933,4300317.87600744,"2020's"
"48522",2021,"11,989","The Burning Sea","$3,905,106","$493","<0.1%","$3,904,613","100%","tt12753120","https://m.media-amazon.com/images/M/MV5BMDI0ZGMxNzctNDdhOS00MjUyLTk0MzUtMjkyYjAwNGM5Y2Q5XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4294890.29386237,"2020's"
"48659",2021,"12,001","Pig","$3,889,432","$3,186,668","81.9%","$702,764","18.1%","tt11003218","https://m.media-amazon.com/images/M/MV5BOTc2NjRmN2QtMGY1Ny00MTc2LWJmMWUtZmViOTkyNjk2NGExXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,4277651.80905146,"2020's"
"47679",2021,"12,025","Operación Camarón","$3,871,185","-","-","$3,871,185","100%","tt10290510","https://m.media-amazon.com/images/M/MV5BZjkwNWZhMmQtMGI2NS00Njc3LWE4ZGItNzg4NmRjYWYxYzFkXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.09981401115933,4257583.50278983,"2020's"
"47163",2021,"12,038","Master Ji Gong","$3,860,000","-","-","$3,860,000","100%","tt15072480","https://m.media-amazon.com/images/M/MV5BYmNmYzgzZWQtY2QzZC00MjEwLTgyN2UtMjFhMGQzZjg5NDQwXkEyXkFqcGdeQXVyOTY1MjU4NTk@._V1_QL75_UX190_CR0,18,190,281_.jpg",1.09981401115933,4245282.08307502,"2020's"
"47103",2021,"12,059","My Sweet Monster","$3,843,826","-","-","$3,843,826","100%","tt9572006","https://m.media-amazon.com/images/M/MV5BZDZkMDYxZjAtNzVmYS00NmJjLWIzYzgtYjZiMTI3ZjVjYzA1XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,4227493.69125852,"2020's"
"47499",2021,"12,092","Karnan","$3,817,585","-","-","$3,817,585","100%","tt11581174","https://m.media-amazon.com/images/M/MV5BZGFmM2IzMjctMjg4Yy00OTgyLTk4Y2ItMWRhMmJjZWZjMzg4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY281_CR26,0,190,281_.jpg",1.09981401115933,4198633.47179169,"2020's"
"47384",2021,"12,096","Me contro Te - Il film: Persi nel tempo","$3,816,227","-","-","$3,816,227","100%","tt16899302","https://m.media-amazon.com/images/M/MV5BZjc4ZGE2YjAtZWQwMy00MjgyLWJjMzQtYTNiMmRjOTNkMWQ0XkEyXkFqcGdeQXVyMTI5NDIzMzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4197139.92436454,"2020's"
"46798",2021,"12,100","You Keep the Kids","$3,812,035","-","-","$3,812,035","100%","tt12443220","https://m.media-amazon.com/images/M/MV5BZDFkZTk0MGItNjUwMC00OWFiLTlmOTUtOWRmOWYwNGY0ZTgyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,4192529.50402976,"2020's"
"47904",2021,"12,126","Operation Portugal","$3,795,575","$1,096","<0.1%","$3,794,479","100%","tt10945254","https://m.media-amazon.com/images/M/MV5BYzE5NzhiNDYtYThjYS00YmNhLThlYTQtMjdjY2YxMjEyNzI4XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY281_CR9,0,190,281_.jpg",1.09981401115933,4174426.56540608,"2020's"
"46878",2021,"12,210","Kesisme: Iyi ki Varsin Eren","$3,725,766","-","-","$3,725,766","100%","tt13761148","https://m.media-amazon.com/images/M/MV5BYjJiYjNhMTYtY2YwZi00OWUxLTg0OWUtNjMyNTI0NTY3Y2Q2XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,4097649.64910105,"2020's"
"47150",2021,"12,226","12 Mighty Orphans","$3,713,294","$3,689,637","99.4%","$23,657","0.6%","tt8482584","https://m.media-amazon.com/images/M/MV5BZWMxNzA1NWEtYjgwMC00ZjkwLTljYjYtN2E3ZWIzODJlN2Y4XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.09981401115933,4083932.76875387,"2020's"
"47892",2021,"12,235","A Boy Called Christmas","$3,704,685","-","-","$3,704,685","100%","tt10187208","https://m.media-amazon.com/images/M/MV5BZTIxNzM3M2MtM2QyZC00MGM2LTkxNWUtYWQ2OTIyOTIxZTc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.09981401115933,4074464.4699318,"2020's"
"48021",2021,"12,246","Summer of Soul (...Or, When the Revolution Could Not Be Televised)","$3,695,948","$2,320,649","62.8%","$1,375,299","37.2%","tt11422728","https://m.media-amazon.com/images/M/MV5BNDE0MDRkODUtMTEwMC00ZWE2LWEyNzgtYzM5ZmVkZGMwMDg4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.09981401115933,4064855.3949163,"2020's"
"47179",2021,"12,255","Annette","$3,688,261","-","-","$3,688,261","100%","tt6217926","https://m.media-amazon.com/images/M/MV5BMGQ0YWU4NjMtYjUyZC00ZWQyLTliYzEtOGE2NmJlMTUzZjU0XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4056401.12461252,"2020's"
"46959",2021,"12,267","Like a Cat on a Highway 2","$3,683,255","-","-","$3,683,255","100%","tt12877966","https://m.media-amazon.com/images/M/MV5BODE4MWQwMmEtNjhiNi00OGFjLWI3NzItYTc1ZTVmYWNmM2U2XkEyXkFqcGdeQXVyMzQ5OTMyOTk@._V1_QL75_UY281_CR18,0,190,281_.jpg",1.09981401115933,4050895.45567266,"2020's"
"48378",2021,"12,275","Three Floors","$3,680,177","-","-","$3,680,177","100%","tt9110904","https://m.media-amazon.com/images/M/MV5BM2Q0ZmU2MDgtNDlhNS00MWY1LTkwZjgtNWU2NTdhY2Y2NGJhXkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,4047510.22814631,"2020's"
"46931",2021,"12,342","Maya the Bee 3: The Golden Orb","$3,627,769","-","-","$3,627,769","100%","tt11792512","https://m.media-amazon.com/images/M/MV5BYTQzMjllOGMtMGE2ZS00MjNlLTk3ZmUtMzJjMWJjYTY4MzcxXkEyXkFqcGdeQXVyNjk0ODAxMTk@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,3989871.17544947,"2020's"
"48152",2021,"12,374","Lie Detector","$3,600,000","-","-","$3,600,000","100%","tt15245278","https://m.media-amazon.com/images/M/MV5BYzdkNmE5N2UtNzM1Zi00NzY1LTg4YjMtZWM4YzIwNTE5ZmI0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.09981401115933,3959330.44017359,"2020's"
"48626",2021,"12,373","The Curious Tale of Mr.Guo","$3,600,000","-","-","$3,600,000","100%","tt11193838","https://m.media-amazon.com/images/M/MV5BODE2NzNlZDYtOTRkNy00ZTJmLWFiMGMtNGZlZWE2ZWI0NGFhXkEyXkFqcGdeQXVyMTI5ODA1OTU0._V1_QL75_UY281_CR6,0,190,281_.jpg",1.09981401115933,3959330.44017359,"2020's"
"47823",2021,"12,412","Presidents","$3,569,522","-","-","$3,569,522","100%","tt13558724","https://m.media-amazon.com/images/M/MV5BZmMyM2I0ZGMtYzIwNy00YjRhLWJlYTMtZjRhMGI2ZjY2ODg4XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR18,0,190,281_.jpg",1.09981401115933,3925810.30874148,"2020's"
"47703",2021,"12,415","Mission Possible","$3,566,644","-","-","$3,566,644","100%","tt14140954","https://m.media-amazon.com/images/M/MV5BNjdlZmNlNWYtYWQwYS00OWY0LWE3NTAtZWI2ODNkNTEyNDE5XkEyXkFqcGdeQXVyNzEyMDQ1MDA@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.09981401115933,3922645.04401736,"2020's"
"46779",2021,"12,447","Miracle: Letters to the President","$3,547,112","-","-","$3,547,112","100%","tt14490546","https://m.media-amazon.com/images/M/MV5BNjFmNTllYzYtOTljMC00NWY3LTgyOWUtMDRiZTUwZTA0MzE4XkEyXkFqcGdeQXVyMTMxNTc1NjE2._V1_QL75_UY281_CR3,0,190,281_.jpg",1.09981401115933,3901163.4767514,"2020's"
"47765",2021,"12,477","Zero to Hero","$3,523,687","-","-","$3,523,687","100%","tt14892216","https://m.media-amazon.com/images/M/MV5BOWIwM2FlOTMtZWZlMi00NTM4LTkxYzktNTJjMGViZTJkYTY3XkEyXkFqcGdeQXVyMjQxNzY5NTc@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,3875400.33353999,"2020's"
"47641",2021,"12,480","Tomorrow Will Be Fine","$3,520,000","-","-","$3,520,000","100%","tt10850034","https://m.media-amazon.com/images/M/MV5BNzk1MDQ0NjUtNTI5Ny00YmRjLWE4MTgtZDk0ODBlNjNmYmVhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.09981401115933,3871345.31928084,"2020's"
"47900",2021,"12,488","An Egg Rescue","$3,513,962","$927,154","26.4%","$2,586,808","73.6%","tt8049994","https://m.media-amazon.com/images/M/MV5BNTA2OWFmNDktMGE0OS00Yzg2LTkzODQtNTE3YjNhYTA3YTkzXkEyXkFqcGdeQXVyMTAxNjU3ODY0._V1_QL75_UY281_CR14,0,190,281_.jpg",1.09981401115933,3864704.64228146,"2020's"
"46909",2021,"12,502","Good Night Beijing","$3,500,000","-","-","$3,500,000","100%","tt8702944","https://m.media-amazon.com/images/M/MV5BZjI2NGI0NmUtODE3Mi00YzQ5LWJkMmEtMjY5NjQyYTgyNWQ0XkEyXkFqcGdeQXVyNDM1Nzc0MTI@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.09981401115933,3849349.03905766,"2020's"
"48453",2021,"12,513","Hear Me Out","$3,492,970","-","-","$3,492,970","100%","tt14371818","https://m.media-amazon.com/images/M/MV5BZTFiMWM4NGItNjMyOS00YzMwLTljZWQtYzkyNzQ4ZTYzYWFiXkEyXkFqcGdeQXVyMTMwNjQxNDU1._V1_QL75_UY281_CR8,0,190,281_.jpg",1.09981401115933,3841617.34655921,"2020's"
"48426",2021,"12,525","Catweazle","$3,485,442","-","-","$3,485,442","100%","tt11286070","https://m.media-amazon.com/images/M/MV5BMmE3ZWMzOGItZDY0ZC00NDIwLTlhOWEtMzM4YzU1OGFkYTY3XkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.09981401115933,3833337.9466832,"2020's"
