"","Year","Rank","Title","Worldwide Lifetime Gross","Domestic Lifetime Gross","Domestic %","Foreign Lifetime Gross","Foreign %","tt","img","adj","rev","dec"
"5446",2000,"697","Gone in 60 Seconds","$237,202,299","$101,648,571","42.8%","$135,553,728","57.2%","tt0187078","https://m.media-amazon.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_QL75_UY281_CR1,0,190,281_.jpg",1.73073170731707,410533539.927805,"2000's"
"5353",2000,"747","Chicken Run","$224,874,811","$106,834,564","47.5%","$118,040,247","52.5%","tt0120630","https://m.media-amazon.com/images/M/MV5BNDgxNjZlZDYtZGJmZC00Mjg0LWEwYzctYWQ0MWFjNTM3ZmM4XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.73073170731707,389197965.574634,"2000's"
"5338",2000,"789","Vertical Limit","$215,663,859","$69,243,859","32.1%","$146,420,000","67.9%","tt0190865","https://m.media-amazon.com/images/M/MV5BMTIzODIxNjY4NF5BMl5BanBnXkFtZTYwMjE2NDg2._V1_QL75_UX190_CR0,3,190,281_.jpg",1.73073170731707,373256278.893659,"2000's"
"5452",2000,"791","The Patriot","$215,294,342","$113,330,342","52.6%","$101,964,000","47.4%","tt0187393","https://m.media-amazon.com/images/M/MV5BMTkzMjE4ODU0MV5BMl5BanBnXkFtZTYwNTI2OTk2._V1_QL75_UX190_CR0,3,190,281_.jpg",1.73073170731707,372616744.105366,"2000's"
"5530",2000,"803","Crouching Tiger, Hidden Dragon","$213,525,736","$128,078,872","60%","$85,446,864","40%","tt0190332","https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,369555761.623415,"2000's"
"5576",2000,"807","Miss Congeniality","$212,742,720","$106,807,667","50.2%","$105,935,053","49.8%","tt0212346","https://m.media-amazon.com/images/M/MV5BZDhjNzc4N2MtNWE5ZC00N2M4LWFiYjEtMTE5YmYyMTg3OGY5XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.73073170731707,368200571.004878,"2000's"
"5265",2000,"831","Traffic","$207,515,725","$124,115,725","59.8%","$83,400,000","40.2%","tt0181865","https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.73073170731707,359154045.02439,"2000's"
"5377",2000,"918","Hollow Man","$190,213,455","$73,209,340","38.5%","$117,004,115","61.5%","tt0164052","https://m.media-amazon.com/images/M/MV5BZTM1MjM2Y2QtOTMyOS00ZTE4LWFiZTEtMjBjMjg3NmE0ZjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR8,0,190,281_.jpg",1.73073170731707,329208457.726829,"2000's"
"5345",2000,"950","102 Dalmatians","$183,611,771","$66,957,026","36.5%","$116,654,745","63.5%","tt0211181","https://m.media-amazon.com/images/M/MV5BYmEzOTcxNzUtYmVjMS00MzNiLWJjNTEtOTY3MTE2ZjVkMGQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,317782713.906341,"2000's"
"5431",2000,"1,022","Big Momma's House","$173,959,438","$117,559,438","67.6%","$56,400,000","32.4%","tt0208003","https://m.media-amazon.com/images/M/MV5BMTcyMjdlYmUtNjQ1Zi00YTg3LTliNTgtZmNkOTRmYzEzYTMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,301077115.133659,"2000's"
"5460",2000,"1,060","The Emperor's New Groove","$169,662,207","$89,636,687","52.8%","$80,025,520","47.2%","tt0120917","https://m.media-amazon.com/images/M/MV5BZGQwNmFhNjctNzQ0Yy00ZmE5LWIyMTEtYTZhZWQ4OTFmNDI2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.73073170731707,293639761.188293,"2000's"
"5425",2000,"1,077","Nutty Professor II: The Klumps","$166,339,890","$123,309,890","74.1%","$43,030,000","25.9%","tt0144528","https://m.media-amazon.com/images/M/MV5BNjcyOWM2NTUtYzRjYS00ZTQ4LWFlZGItNTE2MDg4MGIxNjAyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY281_CR7,0,190,281_.jpg",1.73073170731707,287889721.814634,"2000's"
"5325",2000,"1,112","Scream 3","$161,834,276","$89,143,175","55.1%","$72,691,101","44.9%","tt0134084","https://m.media-amazon.com/images/M/MV5BMDljNmI1YzctNjJlZC00NzZlLWFlZTgtMDE4MjJiMDk0ZGY4XkEyXkFqcGdeQXVyMjg3MDQ0Mjk@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.73073170731707,280091712.803902,"2000's"
"5484",2000,"1,188","Chocolat","$152,699,976","$71,509,363","46.8%","$81,190,613","53.2%","tt0241303","https://m.media-amazon.com/images/M/MV5BYWYwMjMxZWQtMzQ3OS00YWNhLThkNDItYTk4NDdhZDE4ZTEzXkEyXkFqcGdeQXVyODU5MDg5OTY@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.73073170731707,264282690.169756,"2000's"
"5598",2000,"1,216","Me, Myself & Irene","$149,270,999","$90,570,999","60.7%","$58,700,000","39.3%","tt0183505","https://m.media-amazon.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,258348050.952195,"2000's"
"5540",2000,"1,252","The Beach","$144,056,873","$39,785,027","27.6%","$104,271,846","72.4%","tt0163978","https://m.media-amazon.com/images/M/MV5BNTljZTUzYWUtOTI4YS00NmZlLWE5MmQtZjFlZDZhNjg4MjQxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,249323797.758049,"2000's"
"5479",2000,"1,310","Remember the Titans","$136,771,683","$115,719,751","84.6%","$21,051,932","15.4%","tt0210945","https://m.media-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTI0LWI5MDItNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.73073170731707,236715088.43122,"2000's"
"5605",2000,"1,334","Pokémon the Movie 2000","$133,949,270","$43,758,684","32.7%","$90,190,586","67.3%","tt0210234","https://m.media-amazon.com/images/M/MV5BNzE1NjBiODAtNDVhNS00ZTI1LTg4ZjUtZTk3OWVhODljMjNjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,231830248.760976,"2000's"
"5543",2000,"1,381","Space Cowboys","$128,884,132","$90,464,773","70.2%","$38,419,359","29.8%","tt0186566","https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,223063853.822439,"2000's"
"5333",2000,"1,396","U-571","$127,666,415","$77,122,415","60.4%","$50,544,000","39.6%","tt0141926","https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.73073170731707,220956312.4,"2000's"
"5514",2000,"1,424","The Family Man","$124,745,083","$75,793,305","60.8%","$48,951,778","39.2%","tt0218967","https://m.media-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.73073170731707,215900270.48,"2000's"
"5434",2000,"1,473","Road Trip","$119,754,278","$68,540,777","57.2%","$51,213,501","42.8%","tt0215129","https://m.media-amazon.com/images/M/MV5BODA4ZGRhZjgtMTYwMy00MDQzLTkxNTUtYTYwZjE5NDRiZTRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,207262526.021463,"2000's"
"5429",2000,"1,555","Coyote Ugly","$113,916,474","$60,786,269","53.4%","$53,130,205","46.6%","tt0200550","https://m.media-amazon.com/images/M/MV5BZWZhZmFkMjQtMWYyMC00NmQ3LTk5M2MtZDU3ZjNjYmM0ZTYxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.73073170731707,197158853.537561,"2000's"
"5306",2000,"1,569","Final Destination","$112,880,294","$53,331,147","47.2%","$59,549,147","52.8%","tt0195714","https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,195365503.957073,"2000's"
"5534",2000,"1,587","Mission to Mars","$110,983,407","$60,883,407","54.9%","$50,100,000","45.1%","tt0183523","https://m.media-amazon.com/images/M/MV5BNmMwOWFjMWQtZDAzNC00MGM3LWI0Y2YtNTUxN2NkYTM1NjE1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.73073170731707,192082501.480976,"2000's"
"5304",2000,"1,593","The Kid","$110,317,580","$69,691,949","63.2%","$40,625,631","36.8%","tt0219854","https://m.media-amazon.com/images/M/MV5BYTYwM2JmNzgtNzVjMi00NzQ4LTk2MDQtOTE4N2U0ODU0YjYwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,190930133.580488,"2000's"
"5409",2000,"1,606","Billy Elliot","$109,283,018","$21,995,263","20.1%","$87,287,755","79.9%","tt0249462","https://m.media-amazon.com/images/M/MV5BNGY3NWYwNzctNWU5Yi00ZjljLTgyNDgtZjNhZjRlNjc0ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,189139584.323902,"2000's"
"5586",2000,"1,626","Shaft","$107,626,125","$70,334,258","65.4%","$37,291,867","34.6%","tt0162650","https://m.media-amazon.com/images/M/MV5BYmJhNWMyOTUtZjgwZS00YzdjLTk1MmMtODJlOTExMDQ3MDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.73073170731707,186271947.073171,"2000's"
"5398",2000,"1,644","The Whole Nine Yards","$106,371,651","$57,262,492","53.8%","$49,109,159","46.2%","tt0190138","https://m.media-amazon.com/images/M/MV5BMjA4Nzk4NzU4MF5BMl5BanBnXkFtZTYwNzU0MDc3._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,184100789.145366,"2000's"
"5469",2000,"1,674","The Cell","$104,155,843","$61,334,059","58.9%","$42,821,784","41.1%","tt0209958","https://m.media-amazon.com/images/M/MV5BMDY1NmVmOTItYWU0NC00OGU2LWIyNTctYTU3NTY3ZjJkOWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.73073170731707,180265819.982439,"2000's"
"5468",2000,"1,686","Rugrats in Paris","$103,291,131","$76,507,756","74.1%","$26,783,375","25.9%","tt0213203","https://m.media-amazon.com/images/M/MV5BM2E0ZjhkM2YtZjNjMy00YjhiLWJlZDEtNDEwZThkM2VmMDU5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR2,0,190,281_.jpg",1.73073170731707,178769235.506341,"2000's"
"5307",2000,"1,758","Shanghai Noon","$99,274,467","$56,937,502","57.4%","$42,336,965","42.6%","tt0184894","https://m.media-amazon.com/images/M/MV5BMTI0MjE2MzUwOV5BMl5BanBnXkFtZTYwMTk5NjU3._V1_QL75_UX190_CR0,2,190,281_.jpg",1.73073170731707,171817467.763902,"2000's"
"5251",2000,"1,814","The Tigger Movie","$96,159,800","$45,554,533","47.4%","$50,605,267","52.6%","tt0220099","https://m.media-amazon.com/images/M/MV5BMjgwMjljMmItZGNkZC00MTY0LTllZDctZWQzYjYyMzczMTI0XkEyXkFqcGdeQXVyOTg4MDk3MTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.73073170731707,166426814.829268,"2000's"
"5604",2000,"1,817","The 6th Day","$96,085,477","$34,604,280","36%","$61,481,197","64%","tt0216216","https://m.media-amazon.com/images/M/MV5BMTk1OTU5OTU2MV5BMl5BanBnXkFtZTYwMjMxMDk2._V1_QL75_UX190_CR0,3,190,281_.jpg",1.73073170731707,166298181.656585,"2000's"
"5585",2000,"1,904","Romeo Must Die","$91,036,760","$55,973,336","61.5%","$35,063,424","38.5%","tt0165929","https://m.media-amazon.com/images/M/MV5BMTI5Nzg1MjA5M15BMl5BanBnXkFtZTYwNzAxNzg2._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,157560207.063415,"2000's"
"5510",2000,"1,907","Fantasia 2000","$90,874,570","$60,655,420","66.8%","$30,219,150","33.2%","tt0120910","https://m.media-amazon.com/images/M/MV5BMTE3OGUxNmItZmM3MC00ZTI3LTg0YTUtMzA3MGJkZjkyNjEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,157279499.687805,"2000's"
"5504",2000,"1,911","Autumn in New York","$90,726,668","$37,761,915","41.6%","$52,964,753","58.4%","tt0174480","https://m.media-amazon.com/images/M/MV5BMWFlM2VmYTUtZmFmMC00N2Y1LWE3NmUtYWI5MWZiMTY3NDRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.73073170731707,157023521.006829,"2000's"
"5438",2000,"1,917","Bring It On","$90,449,929","$68,379,000","75.6%","$22,070,929","24.4%","tt0204946","https://m.media-amazon.com/images/M/MV5BZmFlOWY1YTMtOGRkZC00ODRmLTlkNTQtZDBhNGU1Y2E0NmE1XkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.73073170731707,156544560.044878,"2000's"
"5386",2000,"1,919","Bedazzled","$90,383,208","$37,886,980","41.9%","$52,496,228","58.1%","tt0230030","https://m.media-amazon.com/images/M/MV5BODgxOTg5OGUtOWViMC00NjM5LWEyMTQtN2M4NTBjYWUzOWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.73073170731707,156429083.894634,"2000's"
"5229",2000,"2,043","Snatch","$83,557,872","$30,328,156","36.3%","$53,229,716","63.7%","tt0208092","https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.73073170731707,144616258.466341,"2000's"
"5539",2000,"2,064","Men of Honor","$82,343,495","$48,818,921","59.3%","$33,524,574","40.7%","tt0203019","https://m.media-amazon.com/images/M/MV5BMjkxZGVmNzQtYjE0OC00MzVlLTkxODYtNzdkMjE3MmZjYjUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,142514497.687805,"2000's"
"5563",2000,"2,107","Finding Forrester","$80,049,764","$51,804,714","64.7%","$28,245,050","35.3%","tt0181536","https://m.media-amazon.com/images/M/MV5BMTk5MjQ4MjcyOF5BMl5BanBnXkFtZTYwNTMzODg2._V1_QL75_UX190_CR0,3,190,281_.jpg",1.73073170731707,138544664.718049,"2000's"
"5471",2000,"2,192","The Road to El Dorado","$76,432,727","$50,863,742","66.6%","$25,568,985","33.4%","tt0138749","https://m.media-amazon.com/images/M/MV5BOTEzNWIwMzctOTE1YS00YjIyLTgwZGEtMTMxZDAzNzlmODMxXkEyXkFqcGdeQXVyMjgyMDk1MzY@._V1_QL75_UY281_CR2,0,190,281_.jpg",1.73073170731707,132284544.09561,"2000's"
"5481",2000,"2,268","Dude, Where's My Car?","$73,180,723","$46,729,800","63.9%","$26,450,923","36.1%","tt0242423","https://m.media-amazon.com/images/M/MV5BNzRmN2NjNzktOWE1My00NjVlLWFhNjYtZmFkMzM5YTA2ZTFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.73073170731707,126656197.660488,"2000's"
"5222",2000,"2,293","O Brother, Where Art Thou?","$71,870,729","$45,512,588","63.3%","$26,358,141","36.7%","tt0190590","https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,124388949.508293,"2000's"
"5241",2000,"2,294","Rules of Engagement","$71,732,303","$61,335,230","85.5%","$10,397,073","14.5%","tt0160797","https://m.media-amazon.com/images/M/MV5BNGZiYmU2YzAtY2YxZC00MWNlLTliYTgtYzczMGVjOGIxN2UwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.73073170731707,124149371.240976,"2000's"
"5379",2000,"2,386","Frequency","$68,106,245","$45,010,278","66.1%","$23,095,967","33.9%","tt0186151","https://m.media-amazon.com/images/M/MV5BZWFiOGFiMzEtNzMzNS00ZWZkLWEwOTYtNTQ5YzVkZGY3MTk4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.73073170731707,117873637.687805,"2000's"
"5250",2000,"2,421","Thirteen Days","$66,579,890","$34,592,089","52%","$31,987,801","48%","tt0146309","https://m.media-amazon.com/images/M/MV5BZDM5NzBkZWMtZDY2Ny00OGMxLTgzMDUtZDZkNzRhM2M5MDIxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.73073170731707,115231926.692683,"2000's"
"5237",2000,"2,531","Proof of Life","$62,761,005","$32,598,931","51.9%","$30,162,074","48.1%","tt0228750","https://m.media-amazon.com/images/M/MV5BMTMyODkwNzM3OV5BMl5BanBnXkFtZTYwMTc5Nzc5._V1_QL75_UY281_CR1,0,190,281_.jpg",1.73073170731707,108622461.336585,"2000's"
"5249",2000,"2,541","Snow Day","$62,464,731","$60,020,107","96.1%","$2,444,624","3.9%","tt0184907","https://m.media-amazon.com/images/M/MV5BOTE3M2Y4YjQtNDQzMS00NWYzLTkyODUtNGFkZmY0MTk4NjE3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.73073170731707,108109690.530732,"2000's"
"5607",2000,"2,546","28 Days","$62,198,945","$37,170,488","59.8%","$25,028,457","40.2%","tt0191754","https://m.media-amazon.com/images/M/MV5BMDlkMmE5ZTEtNTA0YS00OTBjLTgyYmEtMGExMzJkOTRjNDg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.73073170731707,107649686.273171,"2000's"
"5549",2000,"2,592","Taxi 2","$60,726,164","$626,164","1%","$60,100,000","99%","tt0183869","https://m.media-amazon.com/images/M/MV5BNDQ4MWJiNzMtNDE5MC00YTBjLTg2M2EtMDI5NmY5ZWJlOTYxXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.73073170731707,105100697.498537,"2000's"
"5269",2000,"2,624","Keeping the Faith","$59,945,183","$37,047,880","61.8%","$22,897,303","38.2%","tt0171433","https://m.media-amazon.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_QL75_UY281_CR2,0,190,281_.jpg",1.73073170731707,103749028.919024,"2000's"
"5567",2000,"2,627","Next Friday","$59,827,328","$57,328,603","95.8%","$2,498,725","4.2%","tt0195945","https://m.media-amazon.com/images/M/MV5BZTg4NTkzMDEtM2MzOS00MDE1LWJmYWItYzdiMGRiNTdmZmFkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.73073170731707,103545053.533659,"2000's"
"5496",2000,"2,633","The Flintstones in Viva Rock Vegas","$59,468,275","$35,268,275","59.3%","$24,200,000","40.7%","tt0158622","https://m.media-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY281_CR0,0,190,281_.jpg",1.73073170731707,102923629.121951,"2000's"
"5217",2000,"2,656","The Ninth Gate","$58,401,898","$18,661,336","32%","$39,740,562","68%","tt0142688","https://m.media-amazon.com/images/M/MV5BM2Q1ZTFhMmYtNDljMS00Y2ZhLWE3M2QtMjYwYmFkYmJmMjI1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.73073170731707,101078016.636098,"2000's"
