"","Year","Rank","Title","Worldwide Lifetime Gross","Domestic Lifetime Gross","Domestic %","Foreign Lifetime Gross","Foreign %","tt","img","adj","rev","dec"
"2878",1992,"4,967","Prelude to a Kiss","$22,697,691","$20,006,730","88.1%","$2,690,961","11.9%","tt0105165","https://m.media-amazon.com/images/M/MV5BN2FmODJiYmUtNGM1MC00MjRhLWI3NjEtMTM4YzgwMjBmMWFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,48222399.8011976,"1990's"
"2811",1992,"4,972","Thunderheart","$22,660,758","$22,660,758","100%","$0","-","tt0105585","https://m.media-amazon.com/images/M/MV5BYjA5Yjc0MzktYmMzOC00MjQxLTg1MWQtOTE4YzU2Y2MyNjA5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,48143933.7628743,"1990's"
"2983",1992,"4,987","Captain Ron","$22,518,097","$22,518,097","100%","$0","-","tt0103924","https://m.media-amazon.com/images/M/MV5BOWZkYTk4YjAtZmViZS00ZTY5LWE2YmItOGQ3Y2Y0N2MzODkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,47840843.2071856,"1990's"
"2965",1992,"5,113","The Player","$21,706,101","$21,706,101","100%","$0","-","tt0105151","https://m.media-amazon.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,46115716.3760479,"1990's"
"2874",1992,"5,125","Consenting Adults","$21,591,728","$21,591,728","100%","$0","-","tt0104006","https://m.media-amazon.com/images/M/MV5BMmJhZTNhMWItN2Q1ZC00NDUyLTk4YTEtNzk0NjkwZjYwNjVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,45872725.1161677,"1990's"
"2998",1992,"5,181","Straight Talk","$21,202,099","$21,202,099","100%","$0","-","tt0105481","https://m.media-amazon.com/images/M/MV5BODE4MDY1ODctOTc4Zi00ZTE0LThlMDgtMjZmNmExZmI0MDkwXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,45044938.4742515,"1990's"
"2934",1992,"5,191","Kuffs","$21,142,815","$21,142,815","100%","$0","-","tt0104647","https://m.media-amazon.com/images/M/MV5BNGQ1ZjFmYWEtMTRiYy00NGZhLThjZjctMzc1NjRkM2UxYTY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,44918986.5988024,"1990's"
"2873",1992,"5,240","Mr. Baseball","$20,883,046","$20,883,046","100%","$0","-","tt0104926","https://m.media-amazon.com/images/M/MV5BZTY0NDc2NzUtMmRkZi00NzIyLTg5YTctNmIyZjc0NzBkZmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,44367094.1365269,"1990's"
"3031",1992,"5,342","Juice","$20,146,880","$20,146,880","100%","$0","-","tt0104573","https://m.media-amazon.com/images/M/MV5BNTdmOWM1YTQtMTdmOS00OTM2LWIzNTgtODQ5NDliNDMxYmZiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,42803072,"1990's"
"2847",1992,"5,373","The Babe","$19,930,973","$17,530,973","88%","$2,400,000","12%","tt0103747","https://m.media-amazon.com/images/M/MV5BM2Y1OTE3MzYtNmJkMy00Yzk1LWIyMGYtNDE1MmQ0MzIzZDgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,42344366.5892216,"1990's"
"2818",1992,"5,448","Hero","$19,507,345","$19,507,345","100%","$0","-","tt0104412","https://m.media-amazon.com/images/M/MV5BMTYyMDk0OWItZWQxYy00YzFkLWIwNDctYTYxODU5Zjk3MjAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,41444347.3413174,"1990's"
"2885",1992,"5,639","Singles","$18,471,850","$18,471,850","100%","$0","-","tt0105415","https://m.media-amazon.com/images/M/MV5BMjMxMDBhYzktZWY4Ny00ZmUxLWJhZTctYjk2YTljYTM4MDE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,39244385.508982,"1990's"
"2995",1992,"5,720","Used People","$17,957,265","$17,957,265","100%","$0","-","tt0105706","https://m.media-amazon.com/images/M/MV5BNjNlNDAyMGMtMGVjNS00NjhmLWFlMmYtMzkwNTRlMmRiODRhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR0,0,190,281_.jpg",2.12455089820359,38151123.4850299,"1990's"
"2950",1992,"5,883","Freejack","$17,129,026","$17,129,026","100%","$0","-","tt0104299","https://m.media-amazon.com/images/M/MV5BYWM2NjVmOWMtNDVmOS00ZWUwLWEyNTctZGQyMzJiMWVhNDQxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",2.12455089820359,36391487.5736527,"1990's"
"2961",1992,"5,888","Pet Sematary II","$17,092,453","$17,092,453","100%","$0","-","tt0105128","https://m.media-amazon.com/images/M/MV5BMDczNjdmYjEtN2QyYi00MTIxLTgyNmUtNzRkNzVlM2UyYTQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR2,0,190,281_.jpg",2.12455089820359,36313786.3736527,"1990's"
"2949",1992,"5,990","Deep Cover","$16,639,799","$16,639,799","100%","$0","-","tt0104073","https://m.media-amazon.com/images/M/MV5BOWVmYjM4ZWQtZjMxYS00YTg5LThlNGUtMmJhZmUzMTMwNGMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg",2.12455089820359,35352099.9113773,"1990's"
"2948",1992,"5,992","Buffy the Vampire Slayer","$16,624,456","$16,624,456","100%","$0","-","tt0103893","https://m.media-amazon.com/images/M/MV5BN2NkY2Y5MmMtZjZmNC00YWZmLTkwZTUtMDFiZTQ2MmNjMTMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,35319502.9269461,"1990's"
"2843",1992,"6,298","Pure Country","$15,164,458","$15,164,458","100%","$0","-","tt0105191","https://m.media-amazon.com/images/M/MV5BZGZjNTM3YTUtNzg3MS00NTc4LThkN2ItMzEzOTNhZDljYTA1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,32217662.8646707,"1990's"
"2817",1992,"6,386","Ladybugs","$14,796,494","$14,796,494","100%","$0","-","tt0104670","https://m.media-amazon.com/images/M/MV5BYjMwZWYyYWItYTY3ZS00NmJiLTg4ZGQtYjFkN2ZmMTc4MDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,31435904.6179641,"1990's"
"2886",1992,"6,412","School Ties","$14,715,067","$14,715,067","100%","$0","-","tt0105327","https://m.media-amazon.com/images/M/MV5BZTJkMDFkYzgtMTFkYS00MDFhLTljNzEtNTAzN2Y2ZjBkYTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,31262908.811976,"1990's"
"2957",1992,"6,423","City of Joy","$14,683,921","$14,683,921","100%","$0","-","tt0103976","https://m.media-amazon.com/images/M/MV5BNDVhYjUxNWYtYmZjNS00YjVmLWI0Y2YtYTJhNjVlNzYwZWUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,31196737.5497006,"1990's"
"2832",1992,"6,514","Memoirs of an Invisible Man","$14,358,033","$14,358,033","100%","$0","-","tt0104850","https://m.media-amazon.com/images/M/MV5BMjRjODQzNGYtMzZhNC00MWY4LWJhODctOTY2NDdmYmNlZmFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,30504371.9065868,"1990's"
"2804",1992,"6,515","Rapid Fire","$14,356,479","$14,356,479","100%","$0","-","tt0105219","https://m.media-amazon.com/images/M/MV5BYTI1ZGEyMGYtZmFlNi00YjdmLTk2YjYtNjMxNDc2ZjM3ZDI4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,30501070.354491,"1990's"
"2925",1992,"6,574","Cool World","$14,110,589","$14,110,589","100%","$0","-","tt0104009","https://m.media-amazon.com/images/M/MV5BODg1YWNjNjctOGJiYi00YzRjLWI2ZWYtMTAxZGM5ODY1Yzc4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,29978664.5341317,"1990's"
"3024",1992,"6,755","Mr. Saturday Night","$13,351,357","$13,351,357","100%","$0","-","tt0104928","https://m.media-amazon.com/images/M/MV5BYTUyZWRhZmItNWMzYi00NzE0LTk2Y2UtNjMyOGM3ZmJkMWU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,28365637.5065868,"1990's"
"3004",1992,"6,775","Class Act","$13,272,113","$13,272,113","100%","$0","-","tt0103978","https://m.media-amazon.com/images/M/MV5BMjc1ZjdlMTQtMDA5MS00NGQzLWIzM2ItOTViNTlkOGVlODAzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,28197279.5952096,"1990's"
"2856",1992,"6,782","Trespass","$13,249,535","$13,249,535","100%","$0","-","tt0105636","https://m.media-amazon.com/images/M/MV5BNTY2ZGZlZjUtOGEzZS00MmI5LThkYjMtM2YwNGM2MTM0MGFjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,28149311.4850299,"1990's"
"2821",1992,"6,793","Enchanted April","$13,200,170","$13,200,170","100%","$0","-","tt0101811","https://m.media-amazon.com/images/M/MV5BZjJjYzk2OTktN2UwYS00MTg0LThjMzEtZWY1N2IxMzdjNmM0XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,28044433.0299401,"1990's"
"2808",1992,"6,827","American Me","$13,086,430","$13,086,430","100%","$0","-","tt0103671","https://m.media-amazon.com/images/M/MV5BZjVkM2UwOWMtZTNkZS00NjM5LWI3NzEtZGVjNjQyNzA2ODMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,27802786.6107784,"1990's"
"2918",1992,"6,980","Hellraiser III: Hell on Earth","$12,534,961","$12,534,961","100%","$0","-","tt0104409","https://m.media-amazon.com/images/M/MV5BMTRiMGFjMmMtYTUzOS00N2U4LWJjZDQtNjFjNjg4MTg4YTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,26631162.651497,"1990's"
"3032",1992,"7,047","A Stranger Among Us","$12,282,994","$12,282,994","100%","$0","-","tt0105483","https://m.media-amazon.com/images/M/MV5BYTU4NmFiNWItZmNhMi00OWVlLWJlMTktMTE2ZWQ3N2Q3M2JhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,26095845.9353293,"1990's"
"2829",1992,"7,229","Rock-A-Doodle","$11,657,385","$11,657,385","100%","$0","-","tt0102802","https://m.media-amazon.com/images/M/MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,24766707.7724551,"1990's"
"2810",1992,"7,310","Jennifer 8","$11,390,479","$11,390,479","100%","$0","-","tt0104549","https://m.media-amazon.com/images/M/MV5BMDNmNDAxYzgtODJjNS00YTRmLTkxOTAtNTliNzdjOWQ2NmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,24199652.3904192,"1990's"
"2971",1992,"7,393","Whispers in the Dark","$11,124,511","$11,124,511","100%","$0","-","tt0105811","https://m.media-amazon.com/images/M/MV5BZGIwYjU0N2QtOGU5OS00MWFlLWJkZTctMGE3YTQ5NGM0NzExXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,23634589.8371258,"1990's"
"2891",1992,"7,544","Stay Tuned","$10,736,401","$10,736,401","100%","$0","-","tt0105466","https://m.media-amazon.com/images/M/MV5BN2JhNTFjMGEtNzczZi00ZTljLTlkZjQtYWVlNjcxNDBmNGU4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,11,190,281_.jpg",2.12455089820359,22810030.388024,"1990's"
"2836",1992,"7,550","Glengarry Glen Ross","$10,725,228","$10,725,228","100%","$0","-","tt0104348","https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,22786292.7808383,"1990's"
"2967",1992,"7,622","Husbands and Wives","$10,555,619","$10,555,619","100%","$0","-","tt0104466","https://m.media-amazon.com/images/M/MV5BOWIxODI3MzktYmM2Ni00ZTY2LThmZWMtYjc0MjliZTZiM2I3XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,5,190,281_.jpg",2.12455089820359,22425949.8275449,"1990's"
"2894",1992,"8,076","Chaplin","$9,493,259","$9,493,259","100%","$0","-","tt0103939","https://m.media-amazon.com/images/M/MV5BZGQ3ZjI3NjgtMjU4OS00OTBiLWE4YmUtYWY4ZTljNTlkNGNjXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,3,190,281_.jpg",2.12455089820359,20168911.9353293,"1990's"
"2929",1992,"8,190","Gladiator","$9,223,441","$9,223,441","100%","$0","-","tt0104346","https://m.media-amazon.com/images/M/MV5BM2U0NWE2ZDMtOGMzZS00MjRlLTgyNTItMTgwNTFjNjcyNDk2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,19595669.8610778,"1990's"
"2864",1992,"8,281","White Sands","$9,011,574","$9,011,574","100%","$0","-","tt0105813","https://m.media-amazon.com/images/M/MV5BYzgwOGQ4MGQtMjBmYS00MDdhLWJlNmUtN2I2NDEwMzFhNTRhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,19145547.6359281,"1990's"
"2986",1992,"8,431","Once Upon a Crime...","$8,669,847","$8,669,847","100%","$0","-","tt0101625","https://m.media-amazon.com/images/M/MV5BYTI2NjRjYWItOTM4ZC00NTE1LTg5ZjgtNTQxYWQzYWVhMTUzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",2.12455089820359,18419531.2311377,"1990's"
"2968",1992,"8,550","Bebe's Kids","$8,442,162","$8,442,162","100%","$0","-","tt0103783","https://m.media-amazon.com/images/M/MV5BOGUzMTUwOTYtNDdjYS00YzJlLTk2ZmMtZWFjZWFmZjNmZmRkXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.12455089820359,17935802.8598802,"1990's"
"2916",1992,"8,563","Dr. Giggles","$8,403,433","$8,403,433","100%","$0","-","tt0104139","https://m.media-amazon.com/images/M/MV5BNGU0YjczMTItMzM2MS00MjhmLTk2OTktN2ViNjg0MGM5OTEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,17853521.1281437,"1990's"
"2954",1992,"8,631","Christopher Columbus: The Discovery","$8,251,071","$8,251,071","100%","$0","-","tt0103962","https://m.media-amazon.com/images/M/MV5BOTZjYzA4ZjItMzIyZi00ZTc1LWI3NWQtMjAyNzFlODRkNmY5XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,3,190,281_.jpg",2.12455089820359,17529820.3041916,"1990's"
"2974",1992,"8,993","Damage","$7,532,911","$7,532,911","100%","$0","-","tt0104237","https://m.media-amazon.com/images/M/MV5BYjBjMDEwMTgtOWMxOS00YTc4LTllNWMtNDZmNTQxYjgxM2Q5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,4,190,281_.jpg",2.12455089820359,16004052.8311377,"1990's"
"2889",1992,"9,126","Mississippi Masala","$7,332,515","$7,332,515","100%","$0","-","tt0102456","https://m.media-amazon.com/images/M/MV5BN2Q3MGZiNmQtOGUwOC00ZDUxLWJiMGUtYTZmNzU0ZTI0NTczXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,15578301.3293413,"1990's"
"3030",1992,"9,147","Sarafina!","$7,306,242","$7,306,242","100%","$0","-","tt0105316","https://m.media-amazon.com/images/M/MV5BMjRkMmViN2EtOGQ3NS00ZGU0LWE2ZGMtYTEyNmE4OWQxMGE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,15522483.0035928,"1990's"
"2857",1992,"9,219","1492: Conquest of Paradise","$7,191,399","$7,191,399","100%","$0","-","tt0103594","https://m.media-amazon.com/images/M/MV5BNmVlMWNhMmEtZjc5ZS00NmZjLTg3ZjctNTkwMWYwY2EzOGJhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,15278493.2047904,"1990's"
"2855",1992,"9,504","The Mambo Kings","$6,742,168","$6,742,168","100%","$0","-","tt0104802","https://m.media-amazon.com/images/M/MV5BZGQ1NDNjYzktYTEwMi00OTg1LTg3NDUtYzFjMmVjNjNmMDNmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,14324079.0802395,"1990's"
"2867",1992,"9,735","Article 99","$6,375,979","$6,375,979","100%","$0","-","tt0101371","https://m.media-amazon.com/images/M/MV5BMjk2NjM4ZjItNmY3Ny00ZTA5LWI5MmYtYmY3ZWI0OTY0YzVjXkEyXkFqcGdeQXVyMjAxMjEzNzU@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,13546091.9113772,"1990's"
"2860",1992,"9,851","Night and the City","$6,202,756","$6,202,756","100%","$0","-","tt0105001","https://m.media-amazon.com/images/M/MV5BNGQzZDYxMGEtMTZlYy00NTYwLWE3MWQtMDdmMDQ4OTZjYTA3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,13178070.8311377,"1990's"
"2877",1992,"9,910","Folks!","$6,132,924","$6,132,924","100%","$0","-","tt0104283","https://m.media-amazon.com/images/M/MV5BZTY5YjdiZDUtNDZjMS00NTg2LWFhZDMtZWZmODM2MWQ2ZDU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,13029709.1928144,"1990's"
"2833",1992,"10,311","Indochine","$5,603,158","$5,603,158","100%","$0","-","tt0104507","https://m.media-amazon.com/images/M/MV5BZWJiNjFmOGYtMWY4ZC00MGUxLTgzOTUtNGJjNWQzNGZlZDc0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR9,0,190,281_.jpg",2.12455089820359,11904194.3616766,"1990's"
"2915",1992,"10,380","Wind","$5,519,569","$5,519,569","100%","$0","-","tt0105824","https://m.media-amazon.com/images/M/MV5BOTIyYmI0NDktYTdlZS00MTVlLTkyZDItYzVmYzVmMzE3YTJhL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,11726605.2766467,"1990's"
"2964",1992,"10,423","Of Mice and Men","$5,471,088","$5,471,088","100%","$0","-","tt0105046","https://m.media-amazon.com/images/M/MV5BYTA4ZTUzODAtZTdmMi00MmMxLThlMDgtY2VhY2Y2MjUxNDEyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,7,190,281_.jpg",2.12455089820359,11623604.9245509,"1990's"
"2969",1992,"10,455","Split Second","$5,430,822","$5,430,822","100%","$0","-","tt0105459","https://m.media-amazon.com/images/M/MV5BY2I2ZjBmMWEtMTVkZC00OTVkLWE1MjktOTc0MDgwNzZhYmU3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,11538057.7580838,"1990's"
"2893",1992,"10,814","The Lover","$5,013,090","$4,899,194","97.7%","$113,896","2.3%","tt0101316","https://m.media-amazon.com/images/M/MV5BYTRhMjZhNzgtNjNkMC00Y2FhLWIxMDEtYjg1M2JiNWIyZmM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UX190_CR0,5,190,281_.jpg",2.12455089820359,10650564.8622754,"1990's"
"2931",1992,"10,880","Innocent Blood","$4,943,279","$4,943,279","100%","$0","-","tt0104511","https://m.media-amazon.com/images/M/MV5BYmU3MGNkYTMtMjE1ZC00Yzc0LTllODktNzU2ZDMwMDVjNjg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,10502247.839521,"1990's"
"2876",1992,"10,922","The Playboys","$4,906,900","$4,906,900","100%","$0","-","tt0105150","https://m.media-amazon.com/images/M/MV5BNTJkZDIzMjgtODQ4Yy00Njk2LThmNjEtMzYwOTRjYmNkZWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",2.12455089820359,10424958.8023952,"1990's"
"2972",1992,"11,001","Diggstown","$4,836,637","$4,836,637","100%","$0","-","tt0104107","https://m.media-amazon.com/images/M/MV5BZTg1M2UxMDYtYzA1Yy00Y2ZjLTlhNTUtYTEwNmUyYjQ4MzA5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,10275681.4826347,"1990's"
"2959",1992,"11,022","Passion Fish","$4,814,619","$4,814,619","100%","$0","-","tt0105107","https://m.media-amazon.com/images/M/MV5BMWM3OGEzYzUtYTZkMy00NDJjLTgyYjQtMGYxNzQ0MzUzNmFiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg",2.12455089820359,10228903.1209581,"1990's"
"3006",1992,"11,177","Radio Flyer","$4,651,977","$4,651,977","100%","$0","-","tt0105211","https://m.media-amazon.com/images/M/MV5BYjBiYTgyMWUtNDUzNi00ZmU5LThkOTQtNTg0N2E1MGI4YTliXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg",2.12455089820359,9883361.91377246,"1990's"
"2941",1992,"11,307","Mediterraneo","$4,532,791","$4,532,791","100%","$0","-","tt0102426","https://m.media-amazon.com/images/M/MV5BODA4NDg3ZGQtZTMyMy00ZjQyLWE4ZTEtZGFhNGNiNTZlOTJlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,6,190,281_.jpg",2.12455089820359,9630145.19041916,"1990's"
"2897",1992,"11,357","Bob Roberts","$4,479,470","$4,479,470","100%","$0","-","tt0103850","https://m.media-amazon.com/images/M/MV5BZGY2MWQwZTMtNGY2MS00ZGE2LTk3MjQtNWQwNWY5OGI2NWJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,9516862.01197605,"1990's"
"3037",1992,"11,662","Twin Peaks: Fire Walk with Me","$4,184,990","$4,160,851","99.4%","$24,139","0.6%","tt0105665","https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,9,190,281_.jpg",2.12455089820359,8891224.26347305,"1990's"
"2958",1992,"11,753","Man Trouble","$4,096,030","$4,096,030","100%","$0","-","tt0104804","https://m.media-amazon.com/images/M/MV5BOGUyOWNhNzktZmFmMi00ZTA0LTlmNTQtY2Q1MzE4NjUwODJhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.12455089820359,8702224.21556886,"1990's"
"2909",1992,"11,800","Peter's Friends","$4,058,564","$4,058,564","100%","$0","-","tt0105130","https://m.media-amazon.com/images/M/MV5BMjIxODM3MTI4M15BMl5BanBnXkFtZTcwNTIzNzU2NA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",2.12455089820359,8622625.79161677,"1990's"
"3021",1992,"11,827","Passed Away","$4,030,793","$4,030,793","100%","$0","-","tt0105103","https://m.media-amazon.com/images/M/MV5BZjc3ZDlhMWMtMjU0My00NTQ3LWE4MmItMGZlNWVjM2M2ZjY1XkEyXkFqcGdeQXVyNTA0MTcxMjg@._V1_QL75_UX190_CR0,8,190,281_.jpg",2.12455089820359,8563624.88862276,"1990's"
"2831",1992,"12,212","The Gun in Betty Lou's Handbag","$3,721,911","$3,721,911","100%","$0","-","tt0104376","https://m.media-amazon.com/images/M/MV5BNmNhMDRhNTYtMjQ1YS00OTdiLWJiZmQtZTg1NmI1NTllMDY3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.12455089820359,7907389.35808383,"1990's"
"2928",1992,"12,953","Traces of Red","$3,206,714","$3,206,714","100%","$0","-","tt0105631","https://m.media-amazon.com/images/M/MV5BY2RmZWVkZjctMzEwNy00ZDRkLTgyMWMtMTdlM2QwZTIxNGNiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.12455089820359,6812827.10898204,"1990's"
"2868",1992,"13,104","K2","$3,106,559","$3,106,559","100%","$0","-","tt0102178","https://m.media-amazon.com/images/M/MV5BZDQ0ZTE5MzctN2UzNy00YmEzLTk2MjktNGRiYzFmZWUzYmRmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.12455089820359,6600042.71377246,"1990's"
"2816",1992,"13,108","Blame It on the Bellboy","$3,104,545","$3,104,545","100%","$0","-","tt0103827","https://m.media-amazon.com/images/M/MV5BMjNjOGQxNTMtM2IwNS00NGZmLThlNGQtMmY0NzZkYWE4Yzk1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,8,190,281_.jpg",2.12455089820359,6595763.86826347,"1990's"
