"","Year","Rank","Title","Worldwide Lifetime Gross","Domestic Lifetime Gross","Domestic %","Foreign Lifetime Gross","Foreign %","tt","img","adj","rev","dec"
"2407",1990,"870","The Hunt for Red October","$200,512,643","$122,012,643","60.8%","$78,500,000","39.2%","tt0099810","https://m.media-amazon.com/images/M/MV5BZDdkODg3YzctMGVmZS00ZDM5LWIzNTctZDRlMjA5Mjc4MGViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",2.28020565552699,457210062.573265,"1990's"
"2468",1990,"1,104","Dick Tracy","$162,738,726","$103,738,726","63.8%","$59,000,000","36.2%","tt0099422","https://m.media-amazon.com/images/M/MV5BMzA5MDg5ZDAtOWE1YS00Nzg2LTk5NzUtMDY3ZDZlN2U2M2ZlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,371077763.398458,"1990's"
"2462",1990,"1,145","Days of Thunder","$157,920,733","$82,670,733","52.4%","$75,250,000","47.6%","tt0099371","https://m.media-amazon.com/images/M/MV5BMmU0MjU5ODEtODRkOC00MzdlLTk5YmEtMmY0MWM4MzM2MDMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,360091748.511568,"1990's"
"2457",1990,"1,181","Another 48 Hrs.","$153,518,974","$80,818,974","52.6%","$72,700,000","47.4%","tt0099044","https://m.media-amazon.com/images/M/MV5BNTAzOTE4MzgwNV5BMl5BanBnXkFtZTgwNDgwNTg4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,350054832.745501,"1990's"
"2396",1990,"1,292","Bird on a Wire","$138,697,012","$70,978,012","51.2%","$67,719,000","48.8%","tt0099141","https://m.media-amazon.com/images/M/MV5BNzU5MTQyNzEwNV5BMl5BanBnXkFtZTgwMTgwNTg4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,316257711.167095,"1990's"
"2443",1990,"1,307","The Godfather Part III","$136,861,392","$66,761,392","48.8%","$70,100,000","51.2%","tt0099674","https://m.media-amazon.com/images/M/MV5BNWFlYWY2YjYtNjdhNi00MzVlLTg2MTMtMWExNzg4NmM5NmEzXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,312072120.061697,"1990's"
"2456",1990,"1,468","Rocky V","$119,946,358","$40,946,358","34.1%","$79,000,000","65.9%","tt0100507","https://m.media-amazon.com/images/M/MV5BMTM2Mzc4MTYxM15BMl5BanBnXkFtZTcwODY5NTk1NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,273502363.871465,"1990's"
"2372",1990,"1,994","Edward Scissorhands","$86,024,005","$56,362,352","65.5%","$29,661,653","34.5%","tt0099487","https://m.media-amazon.com/images/M/MV5BMWY2MGRkNjgtZDczNi00YWJjLTkwNmUtMTY0NTE5ZDhkZjgwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,196152422.712082,"1990's"
"2364",1990,"2,286","Problem Child","$72,270,891","$53,470,891","74%","$18,800,000","26%","tt0100419","https://m.media-amazon.com/images/M/MV5BYzk3NGI4NjgtYTJkNS00NzBmLTllYTAtYzE1ZGJlOWQ0MDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg",2.28020565552699,164792494.388175,"1990's"
"2336",1990,"2,296","Three Men and a Little Lady","$71,609,321","$71,609,321","100%","$0","-","tt0098966","https://m.media-amazon.com/images/M/MV5BOGY3NDAzOTMtMjdmZC00ZGExLWJmZWQtYTNiZTYwZDQxMmViXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,7,190,281_.jpg",2.28020565552699,163283978.732648,"1990's"
"2395",1990,"2,566","Flatliners","$61,489,265","$61,489,265","100%","$0","-","tt0099582","https://m.media-amazon.com/images/M/MV5BMTc3MDE3NTM3Ml5BMl5BanBnXkFtZTgwNzgwNTg4NjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.28020565552699,140208169.807198,"1990's"
"2359",1990,"2,576","Misery","$61,277,271","$61,276,872","100%","$399","-","tt0100157","https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,139724779.88946,"1990's"
"2482",1990,"2,668","Marked for Death","$57,968,936","$46,044,396","79.4%","$11,924,540","20.6%","tt0100114","https://m.media-amazon.com/images/M/MV5BYTEzOTNhODMtOTA5NC00YWM2LWJmYTEtOTAyNDVjZWQ3OTUzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,132181095.712082,"1990's"
"2388",1990,"2,701","Predator 2","$57,120,318","$30,669,413","53.7%","$26,450,905","46.3%","tt0100403","https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,3,190,281_.jpg",2.28020565552699,130246072.1491,"1990's"
"2345",1990,"2,822","Arachnophobia","$53,208,180","$53,208,180","100%","$0","-","tt0099052","https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,121325592.956298,"1990's"
"2484",1990,"2,860","Awakenings","$52,096,475","$52,096,475","100%","$0","-","tt0099077","https://m.media-amazon.com/images/M/MV5BMWUxOTk2NzUtZDBjYi00MzIwLWFlODYtZjFmNDM5MjlkYjJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,118790676.928021,"1990's"
"2383",1990,"3,012","Darkman","$48,878,502","$33,878,502","69.3%","$15,000,000","30.7%","tt0099365","https://m.media-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.28020565552699,111453036.694087,"1990's"
"2376",1990,"3,066","Look Who's Talking Too","$47,789,074","$47,789,074","100%","$0","-","tt0100050","https://m.media-amazon.com/images/M/MV5BOTdkYjYzYTMtMWM5MS00ODBiLWEwODAtMmVjOWY4YjU2Y2MyXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",2.28020565552699,108968916.807198,"1990's"
"2448",1990,"3,082","Hard to Kill","$47,410,827","$47,410,827","100%","$0","-","tt0099739","https://m.media-amazon.com/images/M/MV5BMTc4NzE1NTU5N15BMl5BanBnXkFtZTgwNTgwNTg4NjE@._V1_QL75_UX190_CR0,6,190,281_.jpg",2.28020565552699,108106435.858612,"1990's"
"2481",1990,"3,109","Goodfellas","$47,036,784","$46,909,721","99.7%","$127,063","0.3%","tt0099685","https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,107253540.894602,"1990's"
"2414",1990,"3,170","RoboCop 2","$45,681,173","$45,681,173","100%","$0","-","tt0100502","https://m.media-amazon.com/images/M/MV5BZWQ1YjQ3ZTAtN2VlMC00YTllLTk3ZmEtNDlmNzg4ZGM1ODhjXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,7,190,281_.jpg",2.28020565552699,104162469.025707,"1990's"
"2533",1990,"3,197","Pacific Heights","$44,926,706","$29,381,956","65.4%","$15,544,750","34.6%","tt0100318","https://m.media-amazon.com/images/M/MV5BMzJhZmNhNmQtODEwZS00N2NlLWE1YjAtYmIxZjkwMzNjNTA5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,102442129.105398,"1990's"
"2402",1990,"3,235","Young Guns II","$44,143,410","$44,143,410","100%","$0","-","tt0100994","https://m.media-amazon.com/images/M/MV5BOGZmZWRkZjgtMDYwYS00MzU5LThhODktNGYxMjQxNzY1ODM1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,100656053.136247,"1990's"
"2461",1990,"3,380","Gremlins 2: The New Batch","$41,482,207","$41,482,207","100%","$0","-","tt0099700","https://m.media-amazon.com/images/M/MV5BZGE3MTA3OWQtYzVjYi00MjkwLThlZTQtNWUzOGVlYjEwMzBhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,94587963.0051414,"1990's"
"2326",1990,"3,514","Joe Versus the Volcano","$39,404,261","$39,404,261","100%","$0","-","tt0099892","https://m.media-amazon.com/images/M/MV5BYWViOTc3M2ItZDI5Yy00OGMwLWEyYzMtNGY5NDBhMTkyZDkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,89849818.7840617,"1990's"
"2441",1990,"3,540","Postcards from the Edge","$39,071,603","$39,071,603","100%","$0","-","tt0100395","https://m.media-amazon.com/images/M/MV5BMjE0ODAzOTU4MV5BMl5BanBnXkFtZTgwMDY5Mzk4NjE@._V1_QL75_UX190_CR0,5,190,281_.jpg",2.28020565552699,89091290.1311054,"1990's"
"2374",1990,"3,543","The Exorcist III","$39,024,251","$26,098,824","66.9%","$12,925,427","33.1%","tt0099528","https://m.media-amazon.com/images/M/MV5BN2U2Y2ZmNjAtZDkwMy00MzZiLWEzODYtZGIxODAyMGEwMjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,88983317.8329049,"1990's"
"2397",1990,"3,740","Child's Play 2","$35,763,605","$28,501,605","79.7%","$7,262,000","20.3%","tt0099253","https://m.media-amazon.com/images/M/MV5BM2Y0NGNiNGItYzYzOS00NDk0LTkzNWUtMGZjMjc1NWM4MzE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,81548374.3830334,"1990's"
"2517",1990,"3,766","Mermaids","$35,419,397","$35,419,397","100%","$0","-","tt0100140","https://m.media-amazon.com/images/M/MV5BYTRiNjIwYjAtZWZmNC00Y2ZmLTk3ODgtMTBmNDRlYzNiOGQ2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",2.28020565552699,80763509.3547558,"1990's"
"2356",1990,"3,912","Air America","$33,461,269","$31,053,601","92.8%","$2,407,668","7.2%","tt0099005","https://m.media-amazon.com/images/M/MV5BNDRiNzdlYzUtNzIxMy00OGI4LThlNjQtNTI3Njg5NjVlOWJkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,76298574.81491,"1990's"
"2460",1990,"4,225","Green Card","$29,888,235","$29,888,235","100%","$0","-","tt0099699","https://m.media-amazon.com/images/M/MV5BMTNjZjQ3MTYtNTdhMS00MDRhLThjMjItMmQ3MzJkMjMyODg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,7,190,281_.jpg",2.28020565552699,68151322.4807198,"1990's"
"2323",1990,"4,395","The Rescuers Down Under","$27,931,461","$27,931,461","100%","$0","-","tt0100477","https://m.media-amazon.com/images/M/MV5BNjY1OWZkMjQtMDY0YS00ZGRiLTg1YjktMzlmZWQyZWMzZGI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,7,190,281_.jpg",2.28020565552699,63689475.3393316,"1990's"
"2537",1990,"4,409","Internal Affairs","$27,734,391","$27,734,391","100%","$0","-","tt0099850","https://m.media-amazon.com/images/M/MV5BODQwM2U3NDEtYTFkNy00MGNkLWFiMjQtYWYxMWJkNjg4MGQzXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,63240115.2107969,"1990's"
"2446",1990,"4,426","Cadillac Man","$27,627,310","$27,627,310","100%","$0","-","tt0099204","https://m.media-amazon.com/images/M/MV5BNjk0NzQyODQ0OV5BMl5BanBnXkFtZTcwNzM2NjgyNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,62995948.5089974,"1990's"
"2514",1990,"4,440","Memphis Belle","$27,441,977","$27,441,977","100%","$0","-","tt0100133","https://m.media-amazon.com/images/M/MV5BNzFjZTI0YTgtMzk3OS00ODZiLTliMTMtNTc3NWViMWExM2I1L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,62573351.1542416,"1990's"
"2516",1990,"4,539","House Party","$26,385,627","$26,385,627","100%","$0","-","tt0099800","https://m.media-amazon.com/images/M/MV5BZTBkY2QyOTQtMTM3Ni00NmYwLTlkODYtYmRjZjE0NjQyZTBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,4,190,281_.jpg",2.28020565552699,60164655.9100257,"1990's"
"2410",1990,"4,566","Jacob's Ladder","$26,118,851","$26,118,851","100%","$0","-","tt0099871","https://m.media-amazon.com/images/M/MV5BZTg5MTMyNjktNTZhOC00MGFlLWFlMTMtZGU2MjE3OWQ3NjJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.28020565552699,59556351.7660668,"1990's"
"2360",1990,"4,639","Ghost Dad","$25,421,633","$24,707,633","97.2%","$714,000","2.8%","tt0099654","https://m.media-amazon.com/images/M/MV5BNzUxYmZlNzctYjZlNy00YTQzLWFiM2UtY2UxOGY4MDYyMjExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,57966551.3393316,"1990's"
"2333",1990,"4,680","Navy Seals","$25,069,101","$25,069,101","100%","$0","-","tt0100232","https://m.media-amazon.com/images/M/MV5BNDRlZjgwYTAtMDM2Zi00YzU3LTkzZWQtMjdkZjU3ODEzNTliXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,57162705.8791774,"1990's"
"2312",1990,"4,690","Ernest Goes to Jail","$25,029,569","$25,029,569","100%","$0","-","tt0099512","https://m.media-amazon.com/images/M/MV5BYTU3MzYyYTEtYWI1NS00MTJlLWE3NDMtYzI4ODUzMGY1ODk1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,57072564.7892031,"1990's"
"2344",1990,"4,847","My Blue Heaven","$23,591,472","$23,591,472","100%","$0","-","tt0100212","https://m.media-amazon.com/images/M/MV5BYjQ5MTljNzYtYTZmOC00MGMxLTk5NWItMmVhMmZkZGRhYzcwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,53793407.8766067,"1990's"
"2539",1990,"4,856","Henry & June","$23,472,449","$11,567,449","49.3%","$11,905,000","50.7%","tt0099762","https://m.media-amazon.com/images/M/MV5BNDUzNzQ1OTI3Ml5BMl5BanBnXkFtZTgwMjY5Mzk4NjE@._V1_QL75_UX190_CR0,15,190,281_.jpg",2.28020565552699,53522010.9588689,"1990's"
"2349",1990,"4,915","The Russia House","$22,997,992","$22,997,992","100%","$0","-","tt0100530","https://m.media-amazon.com/images/M/MV5BMTM4NDAxMjQ5M15BMl5BanBnXkFtZTcwMzI0NzI5NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,52440151.4241645,"1990's"
"2327",1990,"5,002","The First Power","$22,424,195","$22,424,195","100%","$0","-","tt0099578","https://m.media-amazon.com/images/M/MV5BMGU1MDNiMjYtM2JiNS00MGU2LTgxOWYtNGQyMzc4YzgyNTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,7,190,281_.jpg",2.28020565552699,51131776.2596401,"1990's"
"2380",1990,"5,122","The Rookie","$21,633,874","$21,633,874","100%","$0","-","tt0100514","https://m.media-amazon.com/images/M/MV5BOGE2ZjQ3MmUtM2ZkNS00MjAxLTg1NzktNmVjNzZiMmU0MDU4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR9,0,190,281_.jpg",2.28020565552699,49329681.8457584,"1990's"
"2438",1990,"5,144","The Freshman","$21,460,601","$21,460,601","100%","$0","-","tt0099615","https://m.media-amazon.com/images/M/MV5BNjMzZGE4YTctMzUxOS00OTYzLWI4YTAtNTdkZDFjYWQ5OGY4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,48934583.7712082,"1990's"
"2445",1990,"5,153","The Adventures of Ford Fairlane","$21,413,502","$21,413,502","100%","$0","-","tt0098987","https://m.media-amazon.com/images/M/MV5BYzk5ZjVlYWYtZDQ3NC00OTE2LWFmYzAtNmQ5Y2UzZmRjM2I0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,48827188.3650386,"1990's"
"2430",1990,"5,154","Quigley Down Under","$21,413,105","$21,413,105","100%","$0","-","tt0102744","https://m.media-amazon.com/images/M/MV5BMGZlMzMxNDUtMzE2ZC00ODBkLThjMmMtZWZkMGE4ZGM4YTIwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",2.28020565552699,48826283.1233933,"1990's"
"2306",1990,"5,214","Madhouse","$21,036,771","$21,036,771","100%","$0","-","tt0100087","https://m.media-amazon.com/images/M/MV5BZTFhZTk3MTQtZGY3Ni00NjU4LThmZTItNDRkZTBiMjNkNGExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,6,190,281_.jpg",2.28020565552699,47968164.2082262,"1990's"
"2503",1990,"5,263","Hamlet","$20,710,451","$20,710,451","100%","$0","-","tt0099726","https://m.media-amazon.com/images/M/MV5BMjI5OTgwNTc3M15BMl5BanBnXkFtZTgwNDY1NTk4NjE@._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,47224087.4987147,"1990's"
"2437",1990,"5,318","Jetsons: The Movie","$20,305,841","$20,305,841","100%","$0","-","tt0099878","https://m.media-amazon.com/images/M/MV5BMGQ3MGRhZTAtZDEwYy00NjBhLTkzNDktYzY4M2JjZDQxMmRhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR0,0,190,281_.jpg",2.28020565552699,46301493.4884319,"1990's"
"2347",1990,"5,330","Stella","$20,240,128","$20,240,128","100%","$0","-","tt0100691","https://m.media-amazon.com/images/M/MV5BNGYxYzFmNjgtNDAwMS00OTQzLThlODctMjVkZWRiMzFmNWFhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",2.28020565552699,46151654.3341902,"1990's"
"2361",1990,"5,364","Taking Care of Business","$20,005,435","$20,005,435","100%","$0","-","tt0103035","https://m.media-amazon.com/images/M/MV5BNjRhZTA5ODUtMjQ5MC00MDQzLWI2OGMtYTJiZmE0YWQ2OGVlXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UX190_CR0,7,190,281_.jpg",2.28020565552699,45616506.0282776,"1990's"
"2442",1990,"5,407","Betsy's Wedding","$19,740,070","$19,740,070","100%","$0","-","tt0099128","https://m.media-amazon.com/images/M/MV5BZDY2NTVhZDYtMjMzMi00NzY0LWI5YmQtMGE0NDgxYzJkNDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.28020565552699,45011419.2544987,"1990's"
"2459",1990,"5,692","DuckTales the Movie: Treasure of the Lost Lamp","$18,115,724","$18,115,724","100%","$0","-","tt0099472","https://m.media-amazon.com/images/M/MV5BMGY1NjdiMmItMmE5MS00NjllLWJmM2ItMmU1ZTRjMWYyZjc4XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_QL75_UX190_CR0,9,190,281_.jpg",2.28020565552699,41307576.3187661,"1990's"
"2315",1990,"5,741","Sibling Rivalry","$17,854,933","$17,854,933","100%","$0","-","tt0100611","https://m.media-amazon.com/images/M/MV5BMjc3NDI5OWItYjk0Ny00ZDQwLWEyMTEtNjA5N2MyNDA1M2MwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",2.28020565552699,40712919.2056555,"1990's"
"2311",1990,"5,814","White Palace","$17,487,531","$17,487,531","100%","$0","-","tt0103251","https://m.media-amazon.com/images/M/MV5BN2QzNmQ0MzUtNGY5NS00ODVhLWFhMTgtYjM4MmVmNGFlNjFhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.28020565552699,39875167.0874036,"1990's"
"2513",1990,"5,896","The Guardian","$17,037,887","$17,037,887","100%","$0","-","tt0099710","https://m.media-amazon.com/images/M/MV5BODhmNTNjMWMtZWVkYS00MjBlLWFiYTMtMGU0OGVjZDBlMmQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.28020565552699,38849886.2956298,"1990's"
"2313",1990,"5,939","Death Warrant","$16,853,487","$16,853,487","100%","$0","-","tt0099385","https://m.media-amazon.com/images/M/MV5BZjM5OTVkMDEtZWU1ZS00ODExLWE0MjktNDE4MTQ5NDk2NmMwXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UX190_CR0,4,190,281_.jpg",2.28020565552699,38429416.3727506,"1990's"
"2322",1990,"5,980","Tremors","$16,667,084","$16,667,084","100%","$0","-","tt0100814","https://m.media-amazon.com/images/M/MV5BMTEzNjkwMzIyMjZeQTJeQWpwZ15BbWU4MDI2NTU5ODYx._V1_QL75_UX190_CR0,1,190,281_.jpg",2.28020565552699,38004379.1979434,"1990's"
"2382",1990,"6,057","Tales from the Darkside: The Movie","$16,324,573","$16,324,573","100%","$0","-","tt0100740","https://m.media-amazon.com/images/M/MV5BODI4ZTI1ZjMtYmE5MC00NTM5LTgwMDgtNWI1ZTI1MDYyOGYyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,2,190,281_.jpg",2.28020565552699,37223383.6786632,"1990's"
"2496",1990,"6,068","Men at Work","$16,247,964","$16,247,964","100%","$0","-","tt0100135","https://m.media-amazon.com/images/M/MV5BODc3ZmI0NzAtYWFiZC00ZGIwLTk3NDUtZWUxYTUxODc2ZDM1XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_QL75_UY281_CR1,0,190,281_.jpg",2.28020565552699,37048699.403599,"1990's"
"2467",1990,"6,079","I Love You to Death","$16,186,793","$16,186,793","100%","$0","-","tt0099819","https://m.media-amazon.com/images/M/MV5BYWU4OWI0YWUtZWY1Yy00YzQ4LTlmNGYtYmM3MWM0OWRmYzRlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,3,190,281_.jpg",2.28020565552699,36909216.9434447,"1990's"
